File Path	chrom://mascot-server/ChromeleonLocal/Raw Data/Users/Jenifer Hendel/2018/Vtag3.seq/766.smp/ACQUITY FLR ChA.channel/ACQUITY FLR ChA.chm
Channel	ACQUITY FLR ChA

Injection Information:
Data Vault	ChromeleonLocal
Injection	IgG Vtag 7
Injection Number	8
Position	
Comment	$$ 2.1 vial 2:A,8 injection 1
Processing Method	New Processing Method
Instrument Method	
Type	Unknown
Status	Finished
Injection Date	11/05/2018
Injection Time	13:18:59
Injection Volume (µL)	25.0000
Dilution Factor	1.0000
Weight	1.0000

Chromatogram Data Information:
Time Min. (min)	0.000000
Time Max. (min)	65.000000
Data Points	7801
Detector	
Generating Data System	Chromeleon 7.2.4.8179
Exporting Data System	Chromeleon 7.2.2.0
Operator	Simon.Peel
Signal Quantity	Response
Signal Unit	EU
Signal Min.	-0.284787
Signal Max.	23.568928
Channel	ACQUITY FLR ChA
Driver Name	AnDI Import Plug-in
Channel Type	Evaluation
Min. Step (s)	0.5
Max. Step (s)	0.5
Average Step (s)	0.5

Signal Parameter Information:
Signal Info	techCHROM

Chromatogram Data:
Time (min)	Step (s)	Value (EU)
0.566667	0.5	0.005447
0.575000	0.5	0.001932
0.583333	0.5	0.000955
0.591667	0.5	0.001346
0.600000	0.5	0.001346
0.608333	0.5	0.001736
0.616667	0.5	0.005252
0.625000	0.5	0.008768
0.633333	0.5	0.011893
0.641667	0.5	0.011111
0.650000	0.5	0.007986
0.658333	0.5	0.004861
0.666667	0.5	0.005057
0.675000	0.5	0.008182
0.683333	0.5	0.012478
0.691667	0.5	0.015799
0.700000	0.5	0.020877
0.708333	0.5	0.045291
0.716667	0.5	0.122049
0.725000	0.5	0.290603
0.733333	0.5	0.584939
0.741667	0.5	1.024783
0.750000	0.5	1.612478
0.758333	0.5	2.310525
0.766667	0.5	3.023025
0.775000	0.5	3.603690
0.783333	0.5	3.920682
0.791667	0.5	3.917752
0.800000	0.5	3.640994
0.808333	0.5	3.196072
0.816667	0.5	2.691775
0.825000	0.5	2.257986
0.833333	0.5	2.082205
0.841667	0.5	2.306228
0.850000	0.5	2.873025
0.858333	0.5	3.468533
0.866667	0.5	3.768143
0.875000	0.5	3.657205
0.883333	0.5	3.300955
0.891667	0.5	2.972049
0.900000	0.5	2.779471
0.908333	0.5	2.685330
0.916667	0.5	2.583572
0.925000	0.5	2.430838
0.933333	0.5	2.236111
0.941667	0.5	2.040408
0.950000	0.5	1.888650
0.958333	0.5	1.810721
0.966667	0.5	1.818728
0.975000	0.5	1.922635
0.983333	0.5	2.453885
0.991667	0.5	4.982986
1.000000	0.5	10.384745
1.008333	0.5	17.771269
1.016667	0.5	23.246662
1.025000	0.5	23.568928
1.033333	0.5	18.581425
1.041667	0.5	11.343729
1.050000	0.5	5.865604
1.058333	0.5	3.133572
1.066667	0.5	2.424002
1.075000	0.5	2.208572
1.083333	0.5	2.153689
1.091667	0.5	2.307010
1.100000	0.5	2.672439
1.108333	0.5	3.127908
1.116667	0.5	3.480447
1.125000	0.5	3.573416
1.133333	0.5	3.370486
1.141667	0.5	2.966189
1.150000	0.5	2.515604
1.158333	0.5	2.145486
1.166667	0.5	1.910135
1.175000	0.5	1.792557
1.183333	0.5	1.743728
1.191667	0.5	1.722830
1.200000	0.5	1.712478
1.208333	0.5	1.717361
1.216667	0.5	1.741971
1.225000	0.5	1.774978
1.233333	0.5	1.789041
1.241667	0.5	1.765213
1.250000	0.5	1.707400
1.258333	0.5	1.643924
1.266667	0.5	1.603689
1.275000	0.5	1.588455
1.283333	0.5	1.574588
1.291667	0.5	1.537869
1.300000	0.5	1.476932
1.308333	0.5	1.424392
1.316667	0.5	1.427322
1.325000	0.5	1.513455
1.333333	0.5	1.667166
1.341667	0.5	1.834939
1.350000	0.5	1.951736
1.358333	0.5	1.976150
1.366667	0.5	1.909158
1.375000	0.5	1.786893
1.383333	0.5	1.654471
1.391667	0.5	1.538260
1.400000	0.5	1.444314
1.408333	0.5	1.361697
1.416667	0.5	1.278885
1.425000	0.5	1.191971
1.433333	0.5	1.106619
1.441667	0.5	1.033182
1.450000	0.5	0.978885
1.458333	0.5	0.945486
1.466667	0.5	0.927713
1.475000	0.5	0.916971
1.483333	0.5	0.913260
1.491667	0.5	0.921268
1.500000	0.5	0.941385
1.508333	0.5	0.965017
1.516667	0.5	0.974002
1.525000	0.5	0.955447
1.533333	0.5	0.909744
1.541667	0.5	0.855057
1.550000	0.5	0.811111
1.558333	0.5	0.791971
1.566667	0.5	0.802713
1.575000	0.5	0.834939
1.583333	0.5	0.877322
1.591667	0.5	0.912674
1.600000	0.5	0.927713
1.608333	0.5	0.915017
1.616667	0.5	0.882010
1.625000	0.5	0.842557
1.633333	0.5	0.813846
1.641667	0.5	0.808377
1.650000	0.5	0.835525
1.658333	0.5	0.896072
1.666667	0.5	0.981033
1.675000	0.5	1.074588
1.683333	0.5	1.156814
1.691667	0.5	1.214627
1.700000	0.5	1.240018
1.708333	0.5	1.241580
1.716667	0.5	1.238846
1.725000	0.5	1.253103
1.733333	0.5	1.296268
1.741667	0.5	1.367947
1.750000	0.5	1.472439
1.758333	0.5	1.625955
1.766667	0.5	1.850955
1.775000	0.5	2.142166
1.783333	0.5	2.448221
1.791667	0.5	2.686893
1.800000	0.5	2.789236
1.808333	0.5	2.734354
1.816667	0.5	2.551932
1.825000	0.5	2.299978
1.833333	0.5	2.035721
1.841667	0.5	1.795877
1.850000	0.5	1.592752
1.858333	0.5	1.422439
1.866667	0.5	1.277908
1.875000	0.5	1.164236
1.883333	0.5	1.118728
1.891667	0.5	1.236697
1.900000	0.5	1.614627
1.908333	0.5	2.256619
1.916667	0.5	3.028689
1.925000	0.5	3.741580
1.933333	0.5	4.261111
1.941667	0.5	4.543533
1.950000	0.5	4.600955
1.958333	0.5	4.446463
1.966667	0.5	4.092557
1.975000	0.5	3.586307
1.983333	0.5	3.015604
1.991667	0.5	2.452322
2.000000	0.5	1.946658
2.008333	0.5	1.524783
2.016667	0.5	1.191971
2.025000	0.5	0.941580
2.033333	0.5	0.763260
2.041667	0.5	0.649978
2.050000	0.5	0.579080
2.058333	0.5	0.517557
2.066667	0.5	0.443924
2.075000	0.5	0.355252
2.083333	0.5	0.270877
2.091667	0.5	0.209744
2.100000	0.5	0.174978
2.108333	0.5	0.158572
2.116667	0.5	0.151346
2.125000	0.5	0.149393
2.133333	0.5	0.153103
2.141667	0.5	0.162088
2.150000	0.5	0.177518
2.158333	0.5	0.194119
2.166667	0.5	0.211502
2.175000	0.5	0.226932
2.183333	0.5	0.239627
2.191667	0.5	0.246658
2.200000	0.5	0.247830
2.208333	0.5	0.243533
2.216667	0.5	0.234744
2.225000	0.5	0.224783
2.233333	0.5	0.214822
2.241667	0.5	0.206814
2.250000	0.5	0.202713
2.258333	0.5	0.201346
2.266667	0.5	0.200174
2.275000	0.5	0.198611
2.283333	0.5	0.196463
2.291667	0.5	0.193924
2.300000	0.5	0.192166
2.308333	0.5	0.190603
2.316667	0.5	0.187674
2.325000	0.5	0.183182
2.333333	0.5	0.178494
2.341667	0.5	0.176150
2.350000	0.5	0.178299
2.358333	0.5	0.183963
2.366667	0.5	0.190994
2.375000	0.5	0.196268
2.383333	0.5	0.196658
2.391667	0.5	0.191385
2.400000	0.5	0.183182
2.408333	0.5	0.177127
2.416667	0.5	0.175564
2.425000	0.5	0.180057
2.433333	0.5	0.187283
2.441667	0.5	0.195291
2.450000	0.5	0.201541
2.458333	0.5	0.203885
2.466667	0.5	0.204080
2.475000	0.5	0.202518
2.483333	0.5	0.203494
2.491667	0.5	0.209353
2.500000	0.5	0.221268
2.508333	0.5	0.235916
2.516667	0.5	0.252713
2.525000	0.5	0.267166
2.533333	0.5	0.276932
2.541667	0.5	0.280643
2.550000	0.5	0.280252
2.558333	0.5	0.277127
2.566667	0.5	0.275760
2.575000	0.5	0.277908
2.583333	0.5	0.284939
2.591667	0.5	0.293728
2.600000	0.5	0.301150
2.608333	0.5	0.305057
2.616667	0.5	0.306619
2.625000	0.5	0.308767
2.633333	0.5	0.311893
2.641667	0.5	0.316775
2.650000	0.5	0.320877
2.658333	0.5	0.322635
2.666667	0.5	0.320486
2.675000	0.5	0.314236
2.683333	0.5	0.306424
2.691667	0.5	0.297049
2.700000	0.5	0.285135
2.708333	0.5	0.270877
2.716667	0.5	0.254666
2.725000	0.5	0.240018
2.733333	0.5	0.229861
2.741667	0.5	0.220291
2.750000	0.5	0.210916
2.758333	0.5	0.200955
2.766667	0.5	0.195096
2.775000	0.5	0.192752
2.783333	0.5	0.192752
2.791667	0.5	0.191775
2.800000	0.5	0.190018
2.808333	0.5	0.188650
2.816667	0.5	0.188455
2.825000	0.5	0.189236
2.833333	0.5	0.189236
2.841667	0.5	0.188260
2.850000	0.5	0.184939
2.858333	0.5	0.180447
2.866667	0.5	0.176541
2.875000	0.5	0.173807
2.883333	0.5	0.171268
2.891667	0.5	0.167166
2.900000	0.5	0.163846
2.908333	0.5	0.162478
2.916667	0.5	0.163455
2.925000	0.5	0.163260
2.933333	0.5	0.158963
2.941667	0.5	0.150760
2.950000	0.5	0.142752
2.958333	0.5	0.137869
2.966667	0.5	0.137869
2.975000	0.5	0.138064
2.983333	0.5	0.137088
2.991667	0.5	0.135330
3.000000	0.5	0.134158
3.008333	0.5	0.135135
3.016667	0.5	0.138455
3.025000	0.5	0.142947
3.033333	0.5	0.147049
3.041667	0.5	0.150369
3.050000	0.5	0.148416
3.058333	0.5	0.140994
3.066667	0.5	0.130252
3.075000	0.5	0.120682
3.083333	0.5	0.117947
3.091667	0.5	0.120291
3.100000	0.5	0.124002
3.108333	0.5	0.124978
3.116667	0.5	0.124002
3.125000	0.5	0.122635
3.133333	0.5	0.122830
3.141667	0.5	0.125369
3.150000	0.5	0.129275
3.158333	0.5	0.130838
3.166667	0.5	0.126736
3.175000	0.5	0.119900
3.183333	0.5	0.111697
3.191667	0.5	0.105057
3.200000	0.5	0.100174
3.208333	0.5	0.096853
3.216667	0.5	0.095291
3.225000	0.5	0.098025
3.233333	0.5	0.105252
3.241667	0.5	0.112478
3.250000	0.5	0.114822
3.258333	0.5	0.109549
3.266667	0.5	0.099393
3.275000	0.5	0.088455
3.283333	0.5	0.078689
3.291667	0.5	0.071072
3.300000	0.5	0.065603
3.308333	0.5	0.063846
3.316667	0.5	0.067361
3.325000	0.5	0.076736
3.333333	0.5	0.088064
3.341667	0.5	0.096463
3.350000	0.5	0.100760
3.358333	0.5	0.103494
3.366667	0.5	0.105447
3.375000	0.5	0.106814
3.383333	0.5	0.103885
3.391667	0.5	0.098221
3.400000	0.5	0.092361
3.408333	0.5	0.090408
3.416667	0.5	0.093143
3.425000	0.5	0.098611
3.433333	0.5	0.106228
3.441667	0.5	0.113650
3.450000	0.5	0.120486
3.458333	0.5	0.125564
3.466667	0.5	0.128689
3.475000	0.5	0.129275
3.483333	0.5	0.129861
3.491667	0.5	0.132205
3.500000	0.5	0.135135
3.508333	0.5	0.138260
3.516667	0.5	0.139041
3.525000	0.5	0.137283
3.533333	0.5	0.132205
3.541667	0.5	0.124588
3.550000	0.5	0.120291
3.558333	0.5	0.119510
3.566667	0.5	0.121658
3.575000	0.5	0.124588
3.583333	0.5	0.126346
3.591667	0.5	0.124002
3.600000	0.5	0.120096
3.608333	0.5	0.116775
3.616667	0.5	0.114822
3.625000	0.5	0.113455
3.633333	0.5	0.110525
3.641667	0.5	0.106619
3.650000	0.5	0.104275
3.658333	0.5	0.106228
3.666667	0.5	0.112674
3.675000	0.5	0.119119
3.683333	0.5	0.123416
3.691667	0.5	0.122635
3.700000	0.5	0.117752
3.708333	0.5	0.111307
3.716667	0.5	0.107596
3.725000	0.5	0.107400
3.733333	0.5	0.108768
3.741667	0.5	0.110525
3.750000	0.5	0.111502
3.758333	0.5	0.111697
3.766667	0.5	0.110525
3.775000	0.5	0.107596
3.783333	0.5	0.102908
3.791667	0.5	0.099197
3.800000	0.5	0.096853
3.808333	0.5	0.096072
3.816667	0.5	0.097244
3.825000	0.5	0.098807
3.833333	0.5	0.099588
3.841667	0.5	0.098416
3.850000	0.5	0.097244
3.858333	0.5	0.097830
3.866667	0.5	0.100564
3.875000	0.5	0.105447
3.883333	0.5	0.112869
3.891667	0.5	0.124002
3.900000	0.5	0.138455
3.908333	0.5	0.148807
3.916667	0.5	0.153299
3.925000	0.5	0.155057
3.933333	0.5	0.161697
3.941667	0.5	0.174783
3.950000	0.5	0.187283
3.958333	0.5	0.192361
3.966667	0.5	0.187478
3.975000	0.5	0.176736
3.983333	0.5	0.164822
3.991667	0.5	0.156814
4.000000	0.5	0.149393
4.008333	0.5	0.140213
4.016667	0.5	0.129080
4.025000	0.5	0.116580
4.033333	0.5	0.106619
4.041667	0.5	0.099588
4.050000	0.5	0.094314
4.058333	0.5	0.089041
4.066667	0.5	0.080838
4.075000	0.5	0.072439
4.083333	0.5	0.066971
4.091667	0.5	0.066971
4.100000	0.5	0.072244
4.108333	0.5	0.079861
4.116667	0.5	0.086893
4.125000	0.5	0.089822
4.133333	0.5	0.089236
4.141667	0.5	0.086111
4.150000	0.5	0.082205
4.158333	0.5	0.081033
4.166667	0.5	0.082596
4.175000	0.5	0.086697
4.183333	0.5	0.089822
4.191667	0.5	0.092557
4.200000	0.5	0.095096
4.208333	0.5	0.097244
4.216667	0.5	0.098807
4.225000	0.5	0.097830
4.233333	0.5	0.093728
4.241667	0.5	0.086502
4.250000	0.5	0.078885
4.258333	0.5	0.074588
4.266667	0.5	0.074783
4.275000	0.5	0.076932
4.283333	0.5	0.077908
4.291667	0.5	0.076736
4.300000	0.5	0.074197
4.308333	0.5	0.073611
4.316667	0.5	0.074978
4.325000	0.5	0.075174
4.333333	0.5	0.072635
4.341667	0.5	0.065994
4.350000	0.5	0.059158
4.358333	0.5	0.055643
4.366667	0.5	0.057205
4.375000	0.5	0.060916
4.383333	0.5	0.061307
4.391667	0.5	0.056814
4.400000	0.5	0.049588
4.408333	0.5	0.044705
4.416667	0.5	0.044119
4.425000	0.5	0.047635
4.433333	0.5	0.052127
4.441667	0.5	0.057986
4.450000	0.5	0.064432
4.458333	0.5	0.070877
4.466667	0.5	0.076541
4.475000	0.5	0.081424
4.483333	0.5	0.085916
4.491667	0.5	0.088064
4.500000	0.5	0.084549
4.508333	0.5	0.076541
4.516667	0.5	0.067557
4.525000	0.5	0.060916
4.533333	0.5	0.058182
4.541667	0.5	0.057986
4.550000	0.5	0.057400
4.558333	0.5	0.055838
4.566667	0.5	0.055057
4.575000	0.5	0.056228
4.583333	0.5	0.059939
4.591667	0.5	0.063455
4.600000	0.5	0.065603
4.608333	0.5	0.065408
4.616667	0.5	0.063846
4.625000	0.5	0.061502
4.633333	0.5	0.057010
4.641667	0.5	0.051736
4.650000	0.5	0.045877
4.658333	0.5	0.040408
4.666667	0.5	0.038455
4.675000	0.5	0.039627
4.683333	0.5	0.046463
4.691667	0.5	0.054080
4.700000	0.5	0.060916
4.708333	0.5	0.064627
4.716667	0.5	0.065213
4.725000	0.5	0.062478
4.733333	0.5	0.054861
4.741667	0.5	0.043338
4.750000	0.5	0.033377
4.758333	0.5	0.028103
4.766667	0.5	0.027518
4.775000	0.5	0.028494
4.783333	0.5	0.028689
4.791667	0.5	0.027713
4.800000	0.5	0.028103
4.808333	0.5	0.030643
4.816667	0.5	0.034744
4.825000	0.5	0.040994
4.833333	0.5	0.048221
4.841667	0.5	0.052908
4.850000	0.5	0.054080
4.858333	0.5	0.053494
4.866667	0.5	0.053103
4.875000	0.5	0.054666
4.883333	0.5	0.057986
4.891667	0.5	0.061893
4.900000	0.5	0.066580
4.908333	0.5	0.069900
4.916667	0.5	0.071463
4.925000	0.5	0.069705
4.933333	0.5	0.065799
4.941667	0.5	0.062674
4.950000	0.5	0.061893
4.958333	0.5	0.061697
4.966667	0.5	0.059353
4.975000	0.5	0.055252
4.983333	0.5	0.052518
4.991667	0.5	0.053299
5.000000	0.5	0.056033
5.008333	0.5	0.057791
5.016667	0.5	0.056619
5.025000	0.5	0.054080
5.033333	0.5	0.052127
5.041667	0.5	0.051150
5.050000	0.5	0.049783
5.058333	0.5	0.047830
5.066667	0.5	0.045682
5.075000	0.5	0.042947
5.083333	0.5	0.043338
5.091667	0.5	0.045877
5.100000	0.5	0.047244
5.108333	0.5	0.046268
5.116667	0.5	0.042361
5.125000	0.5	0.041385
5.133333	0.5	0.043728
5.141667	0.5	0.049197
5.150000	0.5	0.052908
5.158333	0.5	0.054666
5.166667	0.5	0.053494
5.175000	0.5	0.052518
5.183333	0.5	0.054080
5.191667	0.5	0.058572
5.200000	0.5	0.065213
5.208333	0.5	0.072049
5.216667	0.5	0.077518
5.225000	0.5	0.082400
5.233333	0.5	0.088455
5.241667	0.5	0.093728
5.250000	0.5	0.097439
5.258333	0.5	0.099002
5.266667	0.5	0.098807
5.275000	0.5	0.097439
5.283333	0.5	0.095096
5.291667	0.5	0.090994
5.300000	0.5	0.084158
5.308333	0.5	0.077518
5.316667	0.5	0.074197
5.325000	0.5	0.075564
5.333333	0.5	0.080252
5.341667	0.5	0.085525
5.350000	0.5	0.087088
5.358333	0.5	0.083963
5.366667	0.5	0.079471
5.375000	0.5	0.075564
5.383333	0.5	0.071268
5.391667	0.5	0.067557
5.400000	0.5	0.066580
5.408333	0.5	0.068924
5.416667	0.5	0.074783
5.425000	0.5	0.080447
5.433333	0.5	0.082400
5.441667	0.5	0.079666
5.450000	0.5	0.073611
5.458333	0.5	0.067752
5.466667	0.5	0.064822
5.475000	0.5	0.064432
5.483333	0.5	0.064041
5.491667	0.5	0.059939
5.500000	0.5	0.054275
5.508333	0.5	0.050564
5.516667	0.5	0.053103
5.525000	0.5	0.059158
5.533333	0.5	0.064627
5.541667	0.5	0.065603
5.550000	0.5	0.063846
5.558333	0.5	0.062283
5.566667	0.5	0.062478
5.575000	0.5	0.063064
5.583333	0.5	0.062088
5.591667	0.5	0.059353
5.600000	0.5	0.055057
5.608333	0.5	0.051346
5.616667	0.5	0.049393
5.625000	0.5	0.049978
5.633333	0.5	0.051932
5.641667	0.5	0.052908
5.650000	0.5	0.051932
5.658333	0.5	0.048807
5.666667	0.5	0.045682
5.675000	0.5	0.044510
5.683333	0.5	0.046658
5.691667	0.5	0.049588
5.700000	0.5	0.052127
5.708333	0.5	0.053103
5.716667	0.5	0.053689
5.725000	0.5	0.052713
5.733333	0.5	0.050955
5.741667	0.5	0.049197
5.750000	0.5	0.049197
5.758333	0.5	0.050955
5.766667	0.5	0.049978
5.775000	0.5	0.045096
5.783333	0.5	0.038455
5.791667	0.5	0.034744
5.800000	0.5	0.035916
5.808333	0.5	0.040408
5.816667	0.5	0.045877
5.825000	0.5	0.048611
5.833333	0.5	0.049393
5.841667	0.5	0.049197
5.850000	0.5	0.049197
5.858333	0.5	0.050174
5.866667	0.5	0.050564
5.875000	0.5	0.049197
5.883333	0.5	0.043728
5.891667	0.5	0.036893
5.900000	0.5	0.031424
5.908333	0.5	0.030643
5.916667	0.5	0.032010
5.925000	0.5	0.032986
5.933333	0.5	0.031424
5.941667	0.5	0.028103
5.950000	0.5	0.024783
5.958333	0.5	0.021853
5.966667	0.5	0.020486
5.975000	0.5	0.019900
5.983333	0.5	0.021658
5.991667	0.5	0.025369
6.000000	0.5	0.029666
6.008333	0.5	0.033572
6.016667	0.5	0.035330
6.025000	0.5	0.033963
6.033333	0.5	0.030643
6.041667	0.5	0.026541
6.050000	0.5	0.025174
6.058333	0.5	0.029080
6.066667	0.5	0.035135
6.075000	0.5	0.038846
6.083333	0.5	0.036307
6.091667	0.5	0.028103
6.100000	0.5	0.020096
6.108333	0.5	0.017752
6.116667	0.5	0.020877
6.125000	0.5	0.025369
6.133333	0.5	0.027713
6.141667	0.5	0.027713
6.150000	0.5	0.029080
6.158333	0.5	0.033963
6.166667	0.5	0.039822
6.175000	0.5	0.042166
6.183333	0.5	0.037478
6.191667	0.5	0.027908
6.200000	0.5	0.017166
6.208333	0.5	0.010330
6.216667	0.5	0.008963
6.225000	0.5	0.012283
6.233333	0.5	0.016580
6.241667	0.5	0.020291
6.250000	0.5	0.022049
6.258333	0.5	0.023611
6.266667	0.5	0.026932
6.275000	0.5	0.032986
6.283333	0.5	0.040603
6.291667	0.5	0.048416
6.300000	0.5	0.053103
6.308333	0.5	0.053689
6.316667	0.5	0.050955
6.325000	0.5	0.046463
6.333333	0.5	0.039432
6.341667	0.5	0.031619
6.350000	0.5	0.022049
6.358333	0.5	0.015213
6.366667	0.5	0.013650
6.375000	0.5	0.018728
6.383333	0.5	0.026932
6.391667	0.5	0.034353
6.400000	0.5	0.037674
6.408333	0.5	0.036307
6.416667	0.5	0.030447
6.425000	0.5	0.022244
6.433333	0.5	0.015018
6.441667	0.5	0.012478
6.450000	0.5	0.016775
6.458333	0.5	0.024783
6.466667	0.5	0.031619
6.475000	0.5	0.032986
6.483333	0.5	0.029666
6.491667	0.5	0.025760
6.500000	0.5	0.025174
6.508333	0.5	0.027127
6.516667	0.5	0.028689
6.525000	0.5	0.027518
6.533333	0.5	0.025174
6.541667	0.5	0.023807
6.550000	0.5	0.024197
6.558333	0.5	0.026346
6.566667	0.5	0.029080
6.575000	0.5	0.033572
6.583333	0.5	0.038455
6.591667	0.5	0.040799
6.600000	0.5	0.037478
6.608333	0.5	0.030447
6.616667	0.5	0.025369
6.625000	0.5	0.027127
6.633333	0.5	0.034744
6.641667	0.5	0.044314
6.650000	0.5	0.048025
6.658333	0.5	0.044510
6.666667	0.5	0.037674
6.675000	0.5	0.033377
6.683333	0.5	0.034158
6.691667	0.5	0.038455
6.700000	0.5	0.041775
6.708333	0.5	0.042166
6.716667	0.5	0.039236
6.725000	0.5	0.033768
6.733333	0.5	0.026932
6.741667	0.5	0.020291
6.750000	0.5	0.015213
6.758333	0.5	0.014236
6.766667	0.5	0.017752
6.775000	0.5	0.023025
6.783333	0.5	0.027908
6.791667	0.5	0.031033
6.800000	0.5	0.032986
6.808333	0.5	0.034158
6.816667	0.5	0.034353
6.825000	0.5	0.032596
6.833333	0.5	0.027322
6.841667	0.5	0.019314
6.850000	0.5	0.010330
6.858333	0.5	0.005447
6.866667	0.5	0.008377
6.875000	0.5	0.017361
6.883333	0.5	0.027713
6.891667	0.5	0.036307
6.900000	0.5	0.042557
6.908333	0.5	0.048025
6.916667	0.5	0.050760
6.925000	0.5	0.050369
6.933333	0.5	0.046072
6.941667	0.5	0.039822
6.950000	0.5	0.036307
6.958333	0.5	0.035721
6.966667	0.5	0.038650
6.975000	0.5	0.040408
6.983333	0.5	0.037478
6.991667	0.5	0.029861
7.000000	0.5	0.021072
7.008333	0.5	0.017166
7.016667	0.5	0.020096
7.025000	0.5	0.026541
7.033333	0.5	0.031814
7.041667	0.5	0.032205
7.050000	0.5	0.029471
7.058333	0.5	0.025369
7.066667	0.5	0.022439
7.075000	0.5	0.020682
7.083333	0.5	0.019900
7.091667	0.5	0.019900
7.100000	0.5	0.019510
7.108333	0.5	0.018728
7.116667	0.5	0.017947
7.125000	0.5	0.017947
7.133333	0.5	0.019314
7.141667	0.5	0.020682
7.150000	0.5	0.022244
7.158333	0.5	0.024978
7.166667	0.5	0.029666
7.175000	0.5	0.034939
7.183333	0.5	0.039432
7.191667	0.5	0.041775
7.200000	0.5	0.042361
7.208333	0.5	0.042166
7.216667	0.5	0.040408
7.225000	0.5	0.036307
7.233333	0.5	0.030057
7.241667	0.5	0.025760
7.250000	0.5	0.026150
7.258333	0.5	0.030643
7.266667	0.5	0.035525
7.275000	0.5	0.037674
7.283333	0.5	0.034549
7.291667	0.5	0.029080
7.300000	0.5	0.025174
7.308333	0.5	0.025564
7.316667	0.5	0.028885
7.325000	0.5	0.032010
7.333333	0.5	0.032205
7.341667	0.5	0.029666
7.350000	0.5	0.026346
7.358333	0.5	0.023221
7.366667	0.5	0.019900
7.375000	0.5	0.015018
7.383333	0.5	0.010135
7.391667	0.5	0.005252
7.400000	0.5	0.004471
7.408333	0.5	0.007791
7.416667	0.5	0.015213
7.425000	0.5	0.023025
7.433333	0.5	0.026932
7.441667	0.5	0.027908
7.450000	0.5	0.027713
7.458333	0.5	0.029471
7.466667	0.5	0.033572
7.475000	0.5	0.038650
7.483333	0.5	0.040408
7.491667	0.5	0.038260
7.500000	0.5	0.033572
7.508333	0.5	0.030057
7.516667	0.5	0.029080
7.525000	0.5	0.030447
7.533333	0.5	0.031424
7.541667	0.5	0.029861
7.550000	0.5	0.027518
7.558333	0.5	0.027518
7.566667	0.5	0.032205
7.575000	0.5	0.039236
7.583333	0.5	0.045682
7.591667	0.5	0.047439
7.600000	0.5	0.047049
7.608333	0.5	0.046463
7.616667	0.5	0.045291
