File Path	chrom://mascot-server/ChromeleonLocal/Raw Data/Users/Jenifer Hendel/2018/Vtag3.seq/302.smp/ACQUITY FLR ChA.channel/ACQUITY FLR ChA.chm
Channel	ACQUITY FLR ChA

Injection Information:
Data Vault	ChromeleonLocal
Injection	IgG Vtag 5
Injection Number	6
Position	
Comment	$$ 2.1 vial 2:A,6 injection 1
Processing Method	New Processing Method
Instrument Method	
Type	Unknown
Status	Finished
Injection Date	11/05/2018
Injection Time	11:06:13
Injection Volume (µL)	25.0000
Dilution Factor	1.0000
Weight	1.0000

Chromatogram Data Information:
Time Min. (min)	0.000000
Time Max. (min)	65.000000
Data Points	7801
Detector	
Generating Data System	Chromeleon 7.2.4.8179
Exporting Data System	Chromeleon 7.2.2.0
Operator	Simon.Peel
Signal Quantity	Response
Signal Unit	EU
Signal Min.	-0.287774
Signal Max.	23.546406
Channel	ACQUITY FLR ChA
Driver Name	AnDI Import Plug-in
Channel Type	Evaluation
Min. Step (s)	0.5
Max. Step (s)	0.5
Average Step (s)	0.5

Signal Parameter Information:
Signal Info	techCHROM

Chromatogram Data:
Time (min)	Step (s)	Value (EU)
0.858333	0.5	3.855390
0.866667	0.5	4.198945
0.875000	0.5	4.046015
0.883333	0.5	3.613984
0.891667	0.5	3.228046
0.900000	0.5	2.998749
0.908333	0.5	2.873358
0.916667	0.5	2.738593
0.925000	0.5	2.563983
0.933333	0.5	2.369062
0.941667	0.5	2.191913
0.950000	0.5	2.067499
0.958333	0.5	2.020429
0.966667	0.5	2.056171
0.975000	0.5	2.180780
0.983333	0.5	2.596015
0.991667	0.5	4.759491
1.000000	0.5	9.607148
1.008333	0.5	16.706367
1.016667	0.5	22.488201
1.025000	0.5	23.546406
1.033333	0.5	19.275702
1.041667	0.5	12.288790
1.050000	0.5	6.572382
1.058333	0.5	3.513202
1.066667	0.5	2.628827
1.075000	0.5	2.438788
1.083333	0.5	2.513983
1.091667	0.5	2.833905
1.100000	0.5	3.302069
1.108333	0.5	3.720038
1.116667	0.5	3.896015
1.125000	0.5	3.750116
1.133333	0.5	3.351874
1.141667	0.5	2.861444
1.150000	0.5	2.432929
1.158333	0.5	2.147773
1.166667	0.5	2.007734
1.175000	0.5	1.970819
1.183333	0.5	1.987226
1.191667	0.5	2.026484
1.200000	0.5	2.069648
1.208333	0.5	2.104609
1.216667	0.5	2.114374
1.225000	0.5	2.088202
1.233333	0.5	2.026874
1.241667	0.5	1.955780
1.250000	0.5	1.905390
1.258333	0.5	1.893085
1.266667	0.5	1.902655
1.275000	0.5	1.895429
1.283333	0.5	1.841913
1.291667	0.5	1.745234
1.300000	0.5	1.641913
1.308333	0.5	1.578827
1.316667	0.5	1.590546
1.325000	0.5	1.678046
1.333333	0.5	1.808124
1.341667	0.5	1.930780
1.350000	0.5	2.001679
1.358333	0.5	2.005194
1.366667	0.5	1.956366
1.375000	0.5	1.884101
1.383333	0.5	1.812226
1.391667	0.5	1.747382
1.400000	0.5	1.681171
1.408333	0.5	1.604218
1.416667	0.5	1.511054
1.425000	0.5	1.408319
1.433333	0.5	1.310273
1.441667	0.5	1.228046
1.450000	0.5	1.164569
1.458333	0.5	1.117890
1.466667	0.5	1.084687
1.475000	0.5	1.065937
1.483333	0.5	1.065937
1.491667	0.5	1.087226
1.500000	0.5	1.121015
1.508333	0.5	1.146796
1.516667	0.5	1.142694
1.525000	0.5	1.101874
1.533333	0.5	1.037421
1.541667	0.5	0.974726
1.550000	0.5	0.933710
1.558333	0.5	0.919843
1.566667	0.5	0.928046
1.575000	0.5	0.943085
1.583333	0.5	0.955194
1.591667	0.5	0.955585
1.600000	0.5	0.940155
1.608333	0.5	0.908319
1.616667	0.5	0.865155
1.625000	0.5	0.818671
1.633333	0.5	0.781562
1.641667	0.5	0.763788
1.650000	0.5	0.772773
1.658333	0.5	0.812616
1.666667	0.5	0.881171
1.675000	0.5	0.971405
1.683333	0.5	1.071991
1.691667	0.5	1.167499
1.700000	0.5	1.245819
1.708333	0.5	1.306562
1.716667	0.5	1.365351
1.725000	0.5	1.441327
1.733333	0.5	1.541913
1.741667	0.5	1.655976
1.750000	0.5	1.763007
1.758333	0.5	1.857929
1.766667	0.5	1.961835
1.775000	0.5	2.102265
1.783333	0.5	2.284882
1.791667	0.5	2.479218
1.800000	0.5	2.628437
1.808333	0.5	2.687812
1.816667	0.5	2.646015
1.825000	0.5	2.524726
1.833333	0.5	2.353241
1.841667	0.5	2.152655
1.850000	0.5	1.936249
1.858333	0.5	1.719843
1.866667	0.5	1.530195
1.875000	0.5	1.414765
1.883333	0.5	1.464960
1.891667	0.5	1.800116
1.900000	0.5	2.481757
1.908333	0.5	3.437226
1.916667	0.5	4.512421
1.925000	0.5	5.544648
1.933333	0.5	6.396991
1.941667	0.5	6.901875
1.950000	0.5	6.906562
1.958333	0.5	6.384101
1.966667	0.5	5.508319
1.975000	0.5	4.587616
1.983333	0.5	3.837226
1.991667	0.5	3.288984
2.000000	0.5	2.852851
2.008333	0.5	2.453827
2.016667	0.5	2.073749
2.025000	0.5	1.730194
2.033333	0.5	1.452655
2.041667	0.5	1.254999
2.050000	0.5	1.119843
2.058333	0.5	1.008124
2.066667	0.5	0.878241
2.075000	0.5	0.717499
2.083333	0.5	0.546796
2.091667	0.5	0.402460
2.100000	0.5	0.305585
2.108333	0.5	0.253632
2.116667	0.5	0.231562
2.125000	0.5	0.225898
2.133333	0.5	0.228437
2.141667	0.5	0.236444
2.150000	0.5	0.251679
2.158333	0.5	0.274335
2.166667	0.5	0.301874
2.175000	0.5	0.325702
2.183333	0.5	0.341327
2.191667	0.5	0.345819
2.200000	0.5	0.343671
2.208333	0.5	0.336054
2.216667	0.5	0.326288
2.225000	0.5	0.315351
2.233333	0.5	0.304413
2.241667	0.5	0.294062
2.250000	0.5	0.284296
2.258333	0.5	0.275702
2.266667	0.5	0.267109
2.275000	0.5	0.260077
2.283333	0.5	0.254609
2.291667	0.5	0.252265
2.300000	0.5	0.254023
2.308333	0.5	0.256952
2.316667	0.5	0.256757
2.325000	0.5	0.251874
2.333333	0.5	0.245234
2.341667	0.5	0.240351
2.350000	0.5	0.239765
2.358333	0.5	0.242109
2.366667	0.5	0.244843
2.375000	0.5	0.244062
2.383333	0.5	0.240741
2.391667	0.5	0.236054
2.400000	0.5	0.231366
2.408333	0.5	0.224530
2.416667	0.5	0.215351
2.425000	0.5	0.204218
2.433333	0.5	0.196405
2.441667	0.5	0.195234
2.450000	0.5	0.199726
2.458333	0.5	0.207148
2.466667	0.5	0.214569
2.475000	0.5	0.220624
2.483333	0.5	0.227655
2.491667	0.5	0.238984
2.500000	0.5	0.256562
2.508333	0.5	0.277851
2.516667	0.5	0.299530
2.525000	0.5	0.317499
2.533333	0.5	0.329999
2.541667	0.5	0.339765
2.550000	0.5	0.345819
2.558333	0.5	0.348554
2.566667	0.5	0.347187
2.575000	0.5	0.345624
2.583333	0.5	0.346796
2.591667	0.5	0.353632
2.600000	0.5	0.363788
2.608333	0.5	0.373944
2.616667	0.5	0.382343
2.625000	0.5	0.388593
2.633333	0.5	0.395624
2.641667	0.5	0.403241
2.650000	0.5	0.411249
2.658333	0.5	0.417304
2.666667	0.5	0.419452
2.675000	0.5	0.416132
2.683333	0.5	0.408124
2.691667	0.5	0.395624
2.700000	0.5	0.378046
2.708333	0.5	0.358319
2.716667	0.5	0.337616
2.725000	0.5	0.318280
2.733333	0.5	0.303046
2.741667	0.5	0.289569
2.750000	0.5	0.278046
2.758333	0.5	0.267890
2.766667	0.5	0.260077
2.775000	0.5	0.254804
2.783333	0.5	0.252265
2.791667	0.5	0.252460
2.800000	0.5	0.252460
2.808333	0.5	0.251679
2.816667	0.5	0.249530
2.825000	0.5	0.248749
2.833333	0.5	0.248163
2.841667	0.5	0.247577
2.850000	0.5	0.242890
2.858333	0.5	0.236640
2.866667	0.5	0.230780
2.875000	0.5	0.227655
2.883333	0.5	0.226093
2.891667	0.5	0.221991
2.900000	0.5	0.212226
2.908333	0.5	0.198163
2.916667	0.5	0.183515
2.925000	0.5	0.173554
2.933333	0.5	0.169452
2.941667	0.5	0.172577
2.950000	0.5	0.176874
2.958333	0.5	0.180780
2.966667	0.5	0.181562
2.975000	0.5	0.179218
2.983333	0.5	0.177851
2.991667	0.5	0.178827
3.000000	0.5	0.183710
3.008333	0.5	0.189374
3.016667	0.5	0.192499
3.025000	0.5	0.189960
3.033333	0.5	0.181757
3.041667	0.5	0.171601
3.050000	0.5	0.163398
3.058333	0.5	0.162226
3.066667	0.5	0.166913
3.075000	0.5	0.174921
3.083333	0.5	0.181171
3.091667	0.5	0.185273
3.100000	0.5	0.187421
3.108333	0.5	0.187812
3.116667	0.5	0.185859
3.125000	0.5	0.181171
3.133333	0.5	0.175312
3.141667	0.5	0.167499
3.150000	0.5	0.160077
3.158333	0.5	0.152265
3.166667	0.5	0.145234
3.175000	0.5	0.141523
3.183333	0.5	0.141132
3.191667	0.5	0.142304
3.200000	0.5	0.143280
3.208333	0.5	0.143671
3.216667	0.5	0.145234
3.225000	0.5	0.147773
3.233333	0.5	0.149530
3.241667	0.5	0.147968
3.250000	0.5	0.144452
3.258333	0.5	0.141132
3.266667	0.5	0.141523
3.275000	0.5	0.145624
3.283333	0.5	0.148554
3.291667	0.5	0.148163
3.300000	0.5	0.143671
3.308333	0.5	0.139374
3.316667	0.5	0.137812
3.325000	0.5	0.138984
3.333333	0.5	0.141718
3.341667	0.5	0.143866
3.350000	0.5	0.144843
3.358333	0.5	0.146015
3.366667	0.5	0.146601
3.375000	0.5	0.145234
3.383333	0.5	0.141718
3.391667	0.5	0.136640
3.400000	0.5	0.133710
3.408333	0.5	0.133515
3.416667	0.5	0.135468
3.425000	0.5	0.136835
3.433333	0.5	0.138007
3.441667	0.5	0.140155
3.450000	0.5	0.145038
3.458333	0.5	0.152851
3.466667	0.5	0.159882
3.475000	0.5	0.163984
3.483333	0.5	0.164179
3.491667	0.5	0.165155
3.500000	0.5	0.168866
3.508333	0.5	0.176288
3.516667	0.5	0.182538
3.525000	0.5	0.187812
3.533333	0.5	0.189765
3.541667	0.5	0.188984
3.550000	0.5	0.185077
3.558333	0.5	0.179023
3.566667	0.5	0.171601
3.575000	0.5	0.165351
3.583333	0.5	0.161640
3.591667	0.5	0.156757
3.600000	0.5	0.151288
3.608333	0.5	0.145624
3.616667	0.5	0.143476
3.625000	0.5	0.144257
3.633333	0.5	0.145819
3.641667	0.5	0.146015
3.650000	0.5	0.144648
3.658333	0.5	0.142890
3.666667	0.5	0.142304
3.675000	0.5	0.142109
3.683333	0.5	0.139960
3.691667	0.5	0.134882
3.700000	0.5	0.128046
3.708333	0.5	0.123944
3.716667	0.5	0.122773
3.725000	0.5	0.121601
3.733333	0.5	0.115937
3.741667	0.5	0.108515
3.750000	0.5	0.103241
3.758333	0.5	0.103827
3.766667	0.5	0.110468
3.775000	0.5	0.116718
3.783333	0.5	0.119843
3.791667	0.5	0.119257
3.800000	0.5	0.120429
3.808333	0.5	0.122382
3.816667	0.5	0.124140
3.825000	0.5	0.124140
3.833333	0.5	0.123359
3.841667	0.5	0.124921
3.850000	0.5	0.130194
3.858333	0.5	0.137616
3.866667	0.5	0.145234
3.875000	0.5	0.153046
3.883333	0.5	0.161249
3.891667	0.5	0.172773
3.900000	0.5	0.185663
3.908333	0.5	0.199726
3.916667	0.5	0.214569
3.925000	0.5	0.229609
3.933333	0.5	0.245624
3.941667	0.5	0.265937
3.950000	0.5	0.285273
3.958333	0.5	0.300702
3.966667	0.5	0.306562
3.975000	0.5	0.304804
3.983333	0.5	0.297382
3.991667	0.5	0.289569
4.000000	0.5	0.283515
4.008333	0.5	0.278437
4.016667	0.5	0.271405
4.025000	0.5	0.260273
4.033333	0.5	0.243671
4.041667	0.5	0.223749
4.050000	0.5	0.201874
4.058333	0.5	0.182538
4.066667	0.5	0.166523
4.075000	0.5	0.155585
4.083333	0.5	0.147968
4.091667	0.5	0.139960
4.100000	0.5	0.130585
4.108333	0.5	0.121796
4.116667	0.5	0.117890
4.125000	0.5	0.119648
4.133333	0.5	0.125507
4.141667	0.5	0.131366
4.150000	0.5	0.132148
4.158333	0.5	0.129218
4.166667	0.5	0.126288
4.175000	0.5	0.127655
4.183333	0.5	0.134296
4.191667	0.5	0.140937
4.200000	0.5	0.145819
4.208333	0.5	0.145819
4.216667	0.5	0.141718
4.225000	0.5	0.137226
4.233333	0.5	0.134296
4.241667	0.5	0.134491
4.250000	0.5	0.136835
4.258333	0.5	0.137812
4.266667	0.5	0.135663
4.275000	0.5	0.128632
4.283333	0.5	0.119648
4.291667	0.5	0.112616
4.300000	0.5	0.107734
4.308333	0.5	0.106366
4.316667	0.5	0.106171
4.325000	0.5	0.106562
4.333333	0.5	0.105976
4.341667	0.5	0.105585
4.350000	0.5	0.105976
4.358333	0.5	0.106952
4.366667	0.5	0.107734
4.375000	0.5	0.107929
4.383333	0.5	0.106562
4.391667	0.5	0.105585
4.400000	0.5	0.105585
4.408333	0.5	0.105585
4.416667	0.5	0.104804
4.425000	0.5	0.103437
4.433333	0.5	0.102655
4.441667	0.5	0.102655
4.450000	0.5	0.101874
4.458333	0.5	0.099726
4.466667	0.5	0.096210
4.475000	0.5	0.093671
4.483333	0.5	0.093671
4.491667	0.5	0.096991
4.500000	0.5	0.103046
4.508333	0.5	0.109101
4.516667	0.5	0.111249
4.525000	0.5	0.107538
4.533333	0.5	0.100312
4.541667	0.5	0.093085
4.550000	0.5	0.091327
4.558333	0.5	0.095429
4.566667	0.5	0.101679
4.575000	0.5	0.105194
4.583333	0.5	0.104218
4.591667	0.5	0.101093
4.600000	0.5	0.098749
4.608333	0.5	0.098749
4.616667	0.5	0.099140
4.625000	0.5	0.095624
4.633333	0.5	0.089960
4.641667	0.5	0.085273
4.650000	0.5	0.087616
4.658333	0.5	0.092694
4.666667	0.5	0.096601
4.675000	0.5	0.097968
4.683333	0.5	0.099530
4.691667	0.5	0.101484
4.700000	0.5	0.103827
4.708333	0.5	0.104609
4.716667	0.5	0.104804
4.725000	0.5	0.105585
4.733333	0.5	0.104413
4.741667	0.5	0.097968
4.750000	0.5	0.086054
4.758333	0.5	0.073749
4.766667	0.5	0.068085
4.775000	0.5	0.069648
4.783333	0.5	0.075507
4.791667	0.5	0.081171
4.800000	0.5	0.084296
4.808333	0.5	0.086835
4.816667	0.5	0.088984
4.825000	0.5	0.089960
4.833333	0.5	0.088984
4.841667	0.5	0.085663
4.850000	0.5	0.082929
4.858333	0.5	0.083905
4.866667	0.5	0.089179
4.875000	0.5	0.096210
4.883333	0.5	0.103437
4.891667	0.5	0.110468
4.900000	0.5	0.119257
4.908333	0.5	0.128241
4.916667	0.5	0.136640
4.925000	0.5	0.140546
4.933333	0.5	0.142109
4.941667	0.5	0.144452
4.950000	0.5	0.146405
4.958333	0.5	0.148163
4.966667	0.5	0.148163
4.975000	0.5	0.145624
4.983333	0.5	0.138984
4.991667	0.5	0.128827
5.000000	0.5	0.118280
5.008333	0.5	0.111640
5.016667	0.5	0.110663
5.025000	0.5	0.114765
5.033333	0.5	0.121015
5.041667	0.5	0.127265
5.050000	0.5	0.130976
5.058333	0.5	0.127460
5.066667	0.5	0.119257
5.075000	0.5	0.107929
5.083333	0.5	0.097187
5.091667	0.5	0.088984
5.100000	0.5	0.084491
5.108333	0.5	0.084101
5.116667	0.5	0.087616
5.125000	0.5	0.093280
5.133333	0.5	0.098163
5.141667	0.5	0.100312
5.150000	0.5	0.100702
5.158333	0.5	0.102851
5.166667	0.5	0.110468
5.175000	0.5	0.121796
5.183333	0.5	0.133124
5.191667	0.5	0.138202
5.200000	0.5	0.136444
5.208333	0.5	0.130976
5.216667	0.5	0.124140
5.225000	0.5	0.119452
5.233333	0.5	0.118476
5.241667	0.5	0.120429
5.250000	0.5	0.124140
5.258333	0.5	0.127851
5.266667	0.5	0.130976
5.275000	0.5	0.132538
5.283333	0.5	0.134491
5.291667	0.5	0.136249
5.300000	0.5	0.137812
5.308333	0.5	0.137616
5.316667	0.5	0.136249
5.325000	0.5	0.136444
5.333333	0.5	0.140546
5.341667	0.5	0.146601
5.350000	0.5	0.151093
5.358333	0.5	0.149921
5.366667	0.5	0.142304
5.375000	0.5	0.132734
5.383333	0.5	0.125702
5.391667	0.5	0.123359
5.400000	0.5	0.122968
5.408333	0.5	0.120234
5.416667	0.5	0.115351
5.425000	0.5	0.111835
5.433333	0.5	0.110468
5.441667	0.5	0.111249
5.450000	0.5	0.111835
5.458333	0.5	0.111054
5.466667	0.5	0.108319
5.475000	0.5	0.106171
5.483333	0.5	0.105390
5.491667	0.5	0.108515
5.500000	0.5	0.113984
5.508333	0.5	0.121015
5.516667	0.5	0.125702
5.525000	0.5	0.127655
5.533333	0.5	0.127460
5.541667	0.5	0.126288
5.550000	0.5	0.124335
5.558333	0.5	0.121796
5.566667	0.5	0.120429
5.575000	0.5	0.120429
5.583333	0.5	0.121991
5.591667	0.5	0.123554
5.600000	0.5	0.124335
5.608333	0.5	0.122382
5.616667	0.5	0.116913
5.625000	0.5	0.107929
5.633333	0.5	0.097187
5.641667	0.5	0.089179
5.650000	0.5	0.085663
5.658333	0.5	0.089374
5.666667	0.5	0.092694
5.675000	0.5	0.092890
5.683333	0.5	0.088007
5.691667	0.5	0.080390
5.700000	0.5	0.076288
5.708333	0.5	0.077460
5.716667	0.5	0.083319
5.725000	0.5	0.090351
5.733333	0.5	0.092890
5.741667	0.5	0.090351
5.750000	0.5	0.082538
5.758333	0.5	0.074726
5.766667	0.5	0.070038
5.775000	0.5	0.069843
5.783333	0.5	0.072382
5.791667	0.5	0.074335
5.800000	0.5	0.072382
5.808333	0.5	0.066523
5.816667	0.5	0.060663
5.825000	0.5	0.057538
5.833333	0.5	0.056757
5.841667	0.5	0.056757
5.850000	0.5	0.056757
5.858333	0.5	0.056171
5.866667	0.5	0.055976
5.875000	0.5	0.056366
5.883333	0.5	0.055976
5.891667	0.5	0.055780
5.900000	0.5	0.057343
5.908333	0.5	0.060663
5.916667	0.5	0.064374
5.925000	0.5	0.064960
5.933333	0.5	0.059491
5.941667	0.5	0.049530
5.950000	0.5	0.039569
5.958333	0.5	0.034101
5.966667	0.5	0.034882
5.975000	0.5	0.039374
5.983333	0.5	0.045819
5.991667	0.5	0.052069
6.000000	0.5	0.055585
6.008333	0.5	0.057929
6.016667	0.5	0.059101
6.025000	0.5	0.061444
6.033333	0.5	0.065155
6.041667	0.5	0.067890
6.050000	0.5	0.069648
6.058333	0.5	0.069062
6.066667	0.5	0.066718
6.075000	0.5	0.062421
6.083333	0.5	0.056757
6.091667	0.5	0.052655
6.100000	0.5	0.052265
6.108333	0.5	0.055780
6.116667	0.5	0.060859
6.125000	0.5	0.063398
6.133333	0.5	0.061249
6.141667	0.5	0.056366
6.150000	0.5	0.054023
6.158333	0.5	0.055780
6.166667	0.5	0.061249
6.175000	0.5	0.069452
6.183333	0.5	0.077460
6.191667	0.5	0.082538
6.200000	0.5	0.083319
6.208333	0.5	0.080976
6.216667	0.5	0.078046
6.225000	0.5	0.076288
6.233333	0.5	0.074140
6.241667	0.5	0.069843
6.250000	0.5	0.063593
6.258333	0.5	0.056366
6.266667	0.5	0.051093
6.275000	0.5	0.048163
6.283333	0.5	0.045429
6.291667	0.5	0.043671
6.300000	0.5	0.043280
6.308333	0.5	0.046601
6.316667	0.5	0.053046
6.325000	0.5	0.061835
6.333333	0.5	0.070624
6.341667	0.5	0.075898
6.350000	0.5	0.076093
6.358333	0.5	0.071991
6.366667	0.5	0.066718
6.375000	0.5	0.062812
6.383333	0.5	0.061640
6.391667	0.5	0.061640
6.400000	0.5	0.060663
6.408333	0.5	0.060663
6.416667	0.5	0.061640
6.425000	0.5	0.065741
6.433333	0.5	0.072577
6.441667	0.5	0.079218
6.450000	0.5	0.081952
6.458333	0.5	0.078827
6.466667	0.5	0.071601
6.475000	0.5	0.065937
6.483333	0.5	0.064765
6.491667	0.5	0.066718
6.500000	0.5	0.069452
6.508333	0.5	0.069062
6.516667	0.5	0.065741
6.525000	0.5	0.063007
6.533333	0.5	0.063984
6.541667	0.5	0.069648
6.550000	0.5	0.077460
6.558333	0.5	0.082343
6.566667	0.5	0.081952
6.575000	0.5	0.078827
6.583333	0.5	0.075702
6.591667	0.5	0.073749
6.600000	0.5	0.073163
6.608333	0.5	0.072382
6.616667	0.5	0.073359
6.625000	0.5	0.078241
6.633333	0.5	0.084491
6.641667	0.5	0.088788
6.650000	0.5	0.084882
6.658333	0.5	0.075116
6.666667	0.5	0.062421
6.675000	0.5	0.052851
6.683333	0.5	0.049530
6.691667	0.5	0.051093
6.700000	0.5	0.055780
6.708333	0.5	0.061640
6.716667	0.5	0.068476
6.725000	0.5	0.075898
6.733333	0.5	0.082929
6.741667	0.5	0.088202
6.750000	0.5	0.089765
6.758333	0.5	0.086444
6.766667	0.5	0.080780
6.775000	0.5	0.074140
6.783333	0.5	0.067499
6.791667	0.5	0.061640
6.800000	0.5	0.057343
6.808333	0.5	0.055390
6.816667	0.5	0.055976
6.825000	0.5	0.058905
6.833333	0.5	0.062616
6.841667	0.5	0.067304
6.850000	0.5	0.070819
6.858333	0.5	0.074335
6.866667	0.5	0.077851
6.875000	0.5	0.081562
6.883333	0.5	0.084296
6.891667	0.5	0.084882
6.900000	0.5	0.083124
6.908333	0.5	0.079413
6.916667	0.5	0.076679
6.925000	0.5	0.076288
6.933333	0.5	0.077851
6.941667	0.5	0.079218
6.950000	0.5	0.078827
6.958333	0.5	0.075702
6.966667	0.5	0.073163
6.975000	0.5	0.072968
6.983333	0.5	0.075116
6.991667	0.5	0.075507
7.000000	0.5	0.072773
7.008333	0.5	0.069062
7.016667	0.5	0.067499
7.025000	0.5	0.068476
7.033333	0.5	0.070234
7.041667	0.5	0.070234
7.050000	0.5	0.068280
7.058333	0.5	0.064374
7.066667	0.5	0.058515
7.075000	0.5	0.052851
7.083333	0.5	0.048749
7.091667	0.5	0.046210
7.100000	0.5	0.043671
7.108333	0.5	0.042304
7.116667	0.5	0.042304
7.125000	0.5	0.044843
7.133333	0.5	0.050312
7.141667	0.5	0.056562
7.150000	0.5	0.063984
7.158333	0.5	0.071601
7.166667	0.5	0.076484
7.175000	0.5	0.075312
7.183333	0.5	0.069452
7.191667	0.5	0.063984
7.200000	0.5	0.063593
7.208333	0.5	0.068085
7.216667	0.5	0.071601
7.225000	0.5	0.070429
7.233333	0.5	0.064374
7.241667	0.5	0.059296
7.250000	0.5	0.058124
7.258333	0.5	0.062226
7.266667	0.5	0.068866
7.275000	0.5	0.074335
7.283333	0.5	0.078241
7.291667	0.5	0.079804
7.300000	0.5	0.080194
7.308333	0.5	0.079218
7.316667	0.5	0.077460
7.325000	0.5	0.075312
7.333333	0.5	0.073554
7.341667	0.5	0.073359
7.350000	0.5	0.074140
7.358333	0.5	0.074140
7.366667	0.5	0.071210
7.375000	0.5	0.063593
7.383333	0.5	0.055780
7.391667	0.5	0.052460
7.400000	0.5	0.055194
7.408333	0.5	0.061835
7.416667	0.5	0.069843
7.425000	0.5	0.076093
7.433333	0.5	0.080390
7.441667	0.5	0.082343
7.450000	0.5	0.081366
7.458333	0.5	0.076874
7.466667	0.5	0.070038
7.475000	0.5	0.063007
7.483333	0.5	0.057538
7.491667	0.5	0.056562
7.500000	0.5	0.060077
7.508333	0.5	0.067499
7.516667	0.5	0.072773
7.525000	0.5	0.073554
7.533333	0.5	0.070624
7.541667	0.5	0.069648
7.550000	0.5	0.074140
7.558333	0.5	0.081562
7.566667	0.5	0.087421
7.575000	0.5	0.087030
7.583333	0.5	0.083124
7.591667	0.5	0.082734
7.600000	0.5	0.088007
