File Path	chrom://mascot-server/ChromeleonLocal/Raw Data/Users/Jenifer Hendel/2018/Vtag3.seq/762.smp/ACQUITY FLR ChA.channel/ACQUITY FLR ChA.chm
Channel	ACQUITY FLR ChA

Injection Information:
Data Vault	ChromeleonLocal
Injection	IgG Vtag 2
Injection Number	3
Position	
Comment	$$ 2.1 vial 2:A,3 injection 1
Processing Method	New Processing Method
Instrument Method	
Type	Unknown
Status	Finished
Injection Date	11/05/2018
Injection Time	07:47:06
Injection Volume (µL)	25.0000
Dilution Factor	1.0000
Weight	1.0000

Chromatogram Data Information:
Time Min. (min)	0.000000
Time Max. (min)	65.000000
Data Points	7801
Detector	
Generating Data System	Chromeleon 7.2.4.8179
Exporting Data System	Chromeleon 7.2.2.0
Operator	Simon.Peel
Signal Quantity	Response
Signal Unit	EU
Signal Min.	-0.293187
Signal Max.	23.654860
Channel	ACQUITY FLR ChA
Driver Name	AnDI Import Plug-in
Channel Type	Evaluation
Min. Step (s)	0.5
Max. Step (s)	0.5
Average Step (s)	0.5

Signal Parameter Information:
Signal Info	techCHROM

Chromatogram Data:
Time (min)	Step (s)	Value (EU)
1.225000	0.5	2.026930
1.233333	0.5	1.963063
1.241667	0.5	1.884938
1.250000	0.5	1.813063
1.258333	0.5	1.764235
1.266667	0.5	1.736891
1.275000	0.5	1.709742
1.283333	0.5	1.658961
1.291667	0.5	1.579664
1.300000	0.5	1.494703
1.308333	0.5	1.437867
1.316667	0.5	1.437672
1.325000	0.5	1.497438
1.333333	0.5	1.597438
1.341667	0.5	1.702906
1.350000	0.5	1.783375
1.358333	0.5	1.820289
1.366667	0.5	1.813649
1.375000	0.5	1.777906
1.383333	0.5	1.727516
1.391667	0.5	1.669703
1.400000	0.5	1.600758
1.408333	0.5	1.513649
1.416667	0.5	1.410914
1.425000	0.5	1.304078
1.433333	0.5	1.210914
1.441667	0.5	1.141774
1.450000	0.5	1.096656
1.458333	0.5	1.067555
1.466667	0.5	1.048219
1.475000	0.5	1.037867
1.483333	0.5	1.037867
1.491667	0.5	1.045094
1.500000	0.5	1.052320
1.508333	0.5	1.047047
1.516667	0.5	1.020485
1.525000	0.5	0.969117
1.533333	0.5	0.903688
1.541667	0.5	0.841969
1.550000	0.5	0.801149
1.558333	0.5	0.786305
1.566667	0.5	0.788649
1.575000	0.5	0.795094
1.583333	0.5	0.794899
1.591667	0.5	0.780445
1.600000	0.5	0.754860
1.608333	0.5	0.722242
1.616667	0.5	0.692360
1.625000	0.5	0.672242
1.633333	0.5	0.664430
1.641667	0.5	0.670875
1.650000	0.5	0.693531
1.658333	0.5	0.735133
1.666667	0.5	0.794117
1.675000	0.5	0.862867
1.683333	0.5	0.928883
1.691667	0.5	0.982203
1.700000	0.5	1.018727
1.708333	0.5	1.047438
1.716667	0.5	1.086110
1.725000	0.5	1.154274
1.733333	0.5	1.255055
1.741667	0.5	1.373805
1.750000	0.5	1.491383
1.758333	0.5	1.603688
1.766667	0.5	1.738258
1.775000	0.5	1.925367
1.783333	0.5	2.162477
1.791667	0.5	2.399781
1.800000	0.5	2.558766
1.808333	0.5	2.584352
1.816667	0.5	2.473219
1.825000	0.5	2.272242
1.833333	0.5	2.038258
1.841667	0.5	1.810328
1.850000	0.5	1.600758
1.858333	0.5	1.411110
1.866667	0.5	1.249781
1.875000	0.5	1.140797
1.883333	0.5	1.163844
1.891667	0.5	1.432399
1.900000	0.5	2.018531
1.908333	0.5	2.865211
1.916667	0.5	3.819899
1.925000	0.5	4.699391
1.933333	0.5	5.344313
1.941667	0.5	5.603688
1.950000	0.5	5.397828
1.958333	0.5	4.779664
1.966667	0.5	3.963258
1.975000	0.5	3.225172
1.983333	0.5	2.704664
1.991667	0.5	2.367945
2.000000	0.5	2.087867
2.008333	0.5	1.789820
2.016667	0.5	1.474781
2.025000	0.5	1.189234
2.033333	0.5	0.982008
2.041667	0.5	0.865016
2.050000	0.5	0.808766
2.058333	0.5	0.757789
2.066667	0.5	0.674391
2.075000	0.5	0.556227
2.083333	0.5	0.432399
2.091667	0.5	0.334938
2.100000	0.5	0.270680
2.108333	0.5	0.234156
2.116667	0.5	0.216383
2.125000	0.5	0.211500
2.133333	0.5	0.218336
2.141667	0.5	0.231031
2.150000	0.5	0.248805
2.158333	0.5	0.271461
2.166667	0.5	0.295680
2.175000	0.5	0.316188
2.183333	0.5	0.328688
2.191667	0.5	0.330055
2.200000	0.5	0.323414
2.208333	0.5	0.313063
2.216667	0.5	0.303297
2.225000	0.5	0.293922
2.233333	0.5	0.284938
2.241667	0.5	0.276930
2.250000	0.5	0.270289
2.258333	0.5	0.267164
2.266667	0.5	0.265211
2.275000	0.5	0.261305
2.283333	0.5	0.255836
2.291667	0.5	0.250758
2.300000	0.5	0.249586
2.308333	0.5	0.248610
2.316667	0.5	0.246070
2.325000	0.5	0.242555
2.333333	0.5	0.240797
2.341667	0.5	0.241578
2.350000	0.5	0.242555
2.358333	0.5	0.241383
2.366667	0.5	0.240016
2.375000	0.5	0.240406
2.383333	0.5	0.243141
2.391667	0.5	0.244899
2.400000	0.5	0.243336
2.408333	0.5	0.236891
2.416667	0.5	0.228297
2.425000	0.5	0.220485
2.433333	0.5	0.216578
2.441667	0.5	0.218531
2.450000	0.5	0.226735
2.458333	0.5	0.236891
2.466667	0.5	0.242945
2.475000	0.5	0.241578
2.483333	0.5	0.234938
2.491667	0.5	0.230250
2.500000	0.5	0.233570
2.508333	0.5	0.243922
2.516667	0.5	0.257594
2.525000	0.5	0.267360
2.533333	0.5	0.273219
2.541667	0.5	0.276539
2.550000	0.5	0.281617
2.558333	0.5	0.289235
2.566667	0.5	0.298219
2.575000	0.5	0.303492
2.583333	0.5	0.306227
2.591667	0.5	0.307789
2.600000	0.5	0.310328
2.608333	0.5	0.315016
2.616667	0.5	0.320875
2.625000	0.5	0.327711
2.633333	0.5	0.335914
2.641667	0.5	0.345680
2.650000	0.5	0.355055
2.658333	0.5	0.362477
2.666667	0.5	0.366383
2.675000	0.5	0.363844
2.683333	0.5	0.355250
2.691667	0.5	0.342555
2.700000	0.5	0.326539
2.708333	0.5	0.309938
2.716667	0.5	0.291969
2.725000	0.5	0.276149
2.733333	0.5	0.264235
2.741667	0.5	0.257399
2.750000	0.5	0.254664
2.758333	0.5	0.254860
2.766667	0.5	0.256227
2.775000	0.5	0.256422
2.783333	0.5	0.253883
2.791667	0.5	0.248024
2.800000	0.5	0.239820
2.808333	0.5	0.230055
2.816667	0.5	0.220680
2.825000	0.5	0.214820
2.833333	0.5	0.213063
2.841667	0.5	0.213453
2.850000	0.5	0.213453
2.858333	0.5	0.213453
2.866667	0.5	0.213063
2.875000	0.5	0.214430
2.883333	0.5	0.214625
2.891667	0.5	0.212672
2.900000	0.5	0.207594
2.908333	0.5	0.202711
2.916667	0.5	0.196266
2.925000	0.5	0.187086
2.933333	0.5	0.177320
2.941667	0.5	0.167555
2.950000	0.5	0.162477
2.958333	0.5	0.162477
2.966667	0.5	0.166383
2.975000	0.5	0.171656
2.983333	0.5	0.176149
2.991667	0.5	0.177711
3.000000	0.5	0.175758
3.008333	0.5	0.168531
3.016667	0.5	0.160719
3.025000	0.5	0.155445
3.033333	0.5	0.153688
3.041667	0.5	0.156422
3.050000	0.5	0.161305
3.058333	0.5	0.167945
3.066667	0.5	0.175172
3.075000	0.5	0.179078
3.083333	0.5	0.178297
3.091667	0.5	0.171461
3.100000	0.5	0.161891
3.108333	0.5	0.155641
3.116667	0.5	0.155445
3.125000	0.5	0.159547
3.133333	0.5	0.164625
3.141667	0.5	0.168922
3.150000	0.5	0.171852
3.158333	0.5	0.172242
3.166667	0.5	0.169117
3.175000	0.5	0.166383
3.183333	0.5	0.166383
3.191667	0.5	0.171070
3.200000	0.5	0.175953
3.208333	0.5	0.176735
3.216667	0.5	0.170875
3.225000	0.5	0.159156
3.233333	0.5	0.146852
3.241667	0.5	0.136500
3.250000	0.5	0.130250
3.258333	0.5	0.127516
3.266667	0.5	0.128688
3.275000	0.5	0.130836
3.283333	0.5	0.131813
3.291667	0.5	0.132399
3.300000	0.5	0.131617
3.308333	0.5	0.129860
3.316667	0.5	0.125563
3.325000	0.5	0.119508
3.333333	0.5	0.113063
3.341667	0.5	0.110719
3.350000	0.5	0.115211
3.358333	0.5	0.125563
3.366667	0.5	0.136500
3.375000	0.5	0.140211
3.383333	0.5	0.135914
3.391667	0.5	0.127906
3.400000	0.5	0.122438
3.408333	0.5	0.125367
3.416667	0.5	0.135914
3.425000	0.5	0.145875
3.433333	0.5	0.150758
3.441667	0.5	0.148805
3.450000	0.5	0.146266
3.458333	0.5	0.146852
3.466667	0.5	0.150367
3.475000	0.5	0.152516
3.483333	0.5	0.151539
3.491667	0.5	0.151149
3.500000	0.5	0.154860
3.508333	0.5	0.161500
3.516667	0.5	0.166969
3.525000	0.5	0.165992
3.533333	0.5	0.159547
3.541667	0.5	0.150758
3.550000	0.5	0.144313
3.558333	0.5	0.142164
3.566667	0.5	0.143141
3.575000	0.5	0.146266
3.583333	0.5	0.148610
3.591667	0.5	0.150172
3.600000	0.5	0.149586
3.608333	0.5	0.148610
3.616667	0.5	0.146266
3.625000	0.5	0.142750
3.633333	0.5	0.138453
3.641667	0.5	0.136305
3.650000	0.5	0.138453
3.658333	0.5	0.144508
3.666667	0.5	0.149586
3.675000	0.5	0.147828
3.683333	0.5	0.138649
3.691667	0.5	0.126344
3.700000	0.5	0.116969
3.708333	0.5	0.113063
3.716667	0.5	0.115797
3.725000	0.5	0.121266
3.733333	0.5	0.127516
3.741667	0.5	0.131227
3.750000	0.5	0.130641
3.758333	0.5	0.124977
3.766667	0.5	0.116578
3.775000	0.5	0.105641
3.783333	0.5	0.095875
3.791667	0.5	0.091969
3.800000	0.5	0.095875
3.808333	0.5	0.103688
3.816667	0.5	0.110524
3.825000	0.5	0.111500
3.833333	0.5	0.108570
3.841667	0.5	0.104664
3.850000	0.5	0.105641
3.858333	0.5	0.113063
3.866667	0.5	0.126930
3.875000	0.5	0.143727
3.883333	0.5	0.160719
3.891667	0.5	0.179664
3.900000	0.5	0.198805
3.908333	0.5	0.218141
3.916667	0.5	0.231813
3.925000	0.5	0.238258
3.933333	0.5	0.238453
3.941667	0.5	0.236891
3.950000	0.5	0.237477
3.958333	0.5	0.241774
3.966667	0.5	0.246656
3.975000	0.5	0.248805
3.983333	0.5	0.245094
3.991667	0.5	0.234938
4.000000	0.5	0.219899
4.008333	0.5	0.202125
4.016667	0.5	0.186500
4.025000	0.5	0.173024
4.033333	0.5	0.161500
4.041667	0.5	0.151344
4.050000	0.5	0.143531
4.058333	0.5	0.137867
4.066667	0.5	0.134156
4.075000	0.5	0.130250
4.083333	0.5	0.124586
4.091667	0.5	0.118336
4.100000	0.5	0.113453
4.108333	0.5	0.109742
4.116667	0.5	0.107008
4.125000	0.5	0.104274
4.133333	0.5	0.101930
4.141667	0.5	0.101149
4.150000	0.5	0.101735
4.158333	0.5	0.103688
4.166667	0.5	0.105055
4.175000	0.5	0.108180
4.183333	0.5	0.112867
4.191667	0.5	0.118922
4.200000	0.5	0.125367
4.208333	0.5	0.130250
4.216667	0.5	0.132789
4.225000	0.5	0.133570
4.233333	0.5	0.134156
4.241667	0.5	0.131031
4.250000	0.5	0.121852
4.258333	0.5	0.111110
4.266667	0.5	0.101539
4.275000	0.5	0.097438
4.283333	0.5	0.097828
4.291667	0.5	0.100367
4.300000	0.5	0.101149
4.308333	0.5	0.101149
4.316667	0.5	0.101735
4.325000	0.5	0.103102
4.333333	0.5	0.105250
4.341667	0.5	0.107594
4.350000	0.5	0.108766
4.358333	0.5	0.108375
4.366667	0.5	0.108570
4.375000	0.5	0.108961
4.383333	0.5	0.110719
4.391667	0.5	0.113258
4.400000	0.5	0.115016
4.408333	0.5	0.113649
4.416667	0.5	0.108961
4.425000	0.5	0.102125
4.433333	0.5	0.095094
4.441667	0.5	0.089430
4.450000	0.5	0.084352
4.458333	0.5	0.082203
4.466667	0.5	0.082789
4.475000	0.5	0.086305
4.483333	0.5	0.092164
4.491667	0.5	0.098610
4.500000	0.5	0.105250
4.508333	0.5	0.110914
4.516667	0.5	0.114430
4.525000	0.5	0.114039
4.533333	0.5	0.110524
4.541667	0.5	0.106031
4.550000	0.5	0.102320
4.558333	0.5	0.098610
4.566667	0.5	0.094313
4.575000	0.5	0.089625
4.583333	0.5	0.086305
4.591667	0.5	0.087477
4.600000	0.5	0.090016
4.608333	0.5	0.091188
4.616667	0.5	0.089039
4.625000	0.5	0.084352
4.633333	0.5	0.080055
4.641667	0.5	0.079860
4.650000	0.5	0.084547
4.658333	0.5	0.093727
4.666667	0.5	0.104469
4.675000	0.5	0.111695
4.683333	0.5	0.111891
4.691667	0.5	0.106227
4.700000	0.5	0.099391
4.708333	0.5	0.094508
4.716667	0.5	0.092555
4.725000	0.5	0.092360
4.733333	0.5	0.091774
4.741667	0.5	0.091383
4.750000	0.5	0.091383
4.758333	0.5	0.091383
4.766667	0.5	0.091188
4.775000	0.5	0.090406
4.783333	0.5	0.090406
4.791667	0.5	0.091578
4.800000	0.5	0.094313
4.808333	0.5	0.097438
4.816667	0.5	0.100758
4.825000	0.5	0.104274
4.833333	0.5	0.106617
4.841667	0.5	0.106227
4.850000	0.5	0.101735
4.858333	0.5	0.096461
4.866667	0.5	0.093727
4.875000	0.5	0.094117
4.883333	0.5	0.095094
4.891667	0.5	0.095289
4.900000	0.5	0.096070
4.908333	0.5	0.099391
4.916667	0.5	0.106227
4.925000	0.5	0.113844
4.933333	0.5	0.119508
4.941667	0.5	0.120875
4.950000	0.5	0.115602
4.958333	0.5	0.106031
4.966667	0.5	0.099000
4.975000	0.5	0.098805
4.983333	0.5	0.104664
4.991667	0.5	0.108375
5.000000	0.5	0.103883
5.008333	0.5	0.094117
5.016667	0.5	0.085328
5.025000	0.5	0.083961
5.033333	0.5	0.088063
5.041667	0.5	0.089625
5.050000	0.5	0.088844
5.058333	0.5	0.088258
5.066667	0.5	0.089235
5.075000	0.5	0.090406
5.083333	0.5	0.086891
5.091667	0.5	0.079078
5.100000	0.5	0.071461
5.108333	0.5	0.069117
5.116667	0.5	0.073219
5.125000	0.5	0.080055
5.133333	0.5	0.083961
5.141667	0.5	0.084156
5.150000	0.5	0.082594
5.158333	0.5	0.085914
5.166667	0.5	0.094313
5.175000	0.5	0.105055
5.183333	0.5	0.113258
5.191667	0.5	0.115211
5.200000	0.5	0.112867
5.208333	0.5	0.111305
5.216667	0.5	0.112086
5.225000	0.5	0.116774
5.233333	0.5	0.121656
5.241667	0.5	0.126149
5.250000	0.5	0.130250
5.258333	0.5	0.132399
5.266667	0.5	0.134547
5.275000	0.5	0.136500
5.283333	0.5	0.139235
5.291667	0.5	0.140406
5.300000	0.5	0.139820
5.308333	0.5	0.136500
5.316667	0.5	0.130250
5.325000	0.5	0.120680
5.333333	0.5	0.109547
5.341667	0.5	0.099586
5.350000	0.5	0.092555
5.358333	0.5	0.089820
5.366667	0.5	0.089625
5.375000	0.5	0.091188
5.383333	0.5	0.095680
5.391667	0.5	0.102320
5.400000	0.5	0.108570
5.408333	0.5	0.110524
5.416667	0.5	0.109156
5.425000	0.5	0.107789
5.433333	0.5	0.109547
5.441667	0.5	0.114625
5.450000	0.5	0.118141
5.458333	0.5	0.118922
5.466667	0.5	0.117164
5.475000	0.5	0.117945
5.483333	0.5	0.122242
5.491667	0.5	0.128883
5.500000	0.5	0.132203
5.508333	0.5	0.131227
5.516667	0.5	0.128102
5.525000	0.5	0.125172
5.533333	0.5	0.122242
5.541667	0.5	0.117750
5.550000	0.5	0.112867
5.558333	0.5	0.109352
5.566667	0.5	0.108961
5.575000	0.5	0.109352
5.583333	0.5	0.107008
5.591667	0.5	0.101735
5.600000	0.5	0.096461
5.608333	0.5	0.094899
5.616667	0.5	0.099000
5.625000	0.5	0.104664
5.633333	0.5	0.105055
5.641667	0.5	0.098805
5.650000	0.5	0.091188
5.658333	0.5	0.089039
5.666667	0.5	0.094117
5.675000	0.5	0.102906
5.683333	0.5	0.109156
5.691667	0.5	0.109156
5.700000	0.5	0.104664
5.708333	0.5	0.098024
5.716667	0.5	0.090602
5.725000	0.5	0.084742
5.733333	0.5	0.081813
5.741667	0.5	0.081227
5.750000	0.5	0.079664
5.758333	0.5	0.076539
5.766667	0.5	0.072242
5.775000	0.5	0.069117
5.783333	0.5	0.066969
5.791667	0.5	0.065016
5.800000	0.5	0.061110
5.808333	0.5	0.056813
5.816667	0.5	0.055055
5.825000	0.5	0.057008
5.833333	0.5	0.062086
5.841667	0.5	0.066383
5.850000	0.5	0.066969
5.858333	0.5	0.065211
5.866667	0.5	0.064430
5.875000	0.5	0.067360
5.883333	0.5	0.073805
5.891667	0.5	0.079664
5.900000	0.5	0.082594
5.908333	0.5	0.082594
5.916667	0.5	0.081031
5.925000	0.5	0.079860
5.933333	0.5	0.077906
5.941667	0.5	0.073414
5.950000	0.5	0.066578
5.958333	0.5	0.059742
5.966667	0.5	0.056617
5.975000	0.5	0.059156
5.983333	0.5	0.064820
5.991667	0.5	0.070875
6.000000	0.5	0.075172
6.008333	0.5	0.078297
6.016667	0.5	0.080250
6.025000	0.5	0.079860
6.033333	0.5	0.076539
6.041667	0.5	0.071852
6.050000	0.5	0.070094
6.058333	0.5	0.073024
6.066667	0.5	0.076930
6.075000	0.5	0.077906
6.083333	0.5	0.073024
6.091667	0.5	0.065211
6.100000	0.5	0.059547
6.108333	0.5	0.058766
6.116667	0.5	0.065211
6.125000	0.5	0.075367
6.133333	0.5	0.086891
6.141667	0.5	0.093531
6.150000	0.5	0.093336
6.158333	0.5	0.089625
6.166667	0.5	0.085133
6.175000	0.5	0.083570
6.183333	0.5	0.083570
6.191667	0.5	0.082594
6.200000	0.5	0.080250
6.208333	0.5	0.077320
6.216667	0.5	0.075758
6.225000	0.5	0.075172
6.233333	0.5	0.073805
6.241667	0.5	0.071461
6.250000	0.5	0.068141
6.258333	0.5	0.066969
6.266667	0.5	0.068922
6.275000	0.5	0.073805
6.283333	0.5	0.079860
6.291667	0.5	0.084938
6.300000	0.5	0.088649
6.308333	0.5	0.090797
6.316667	0.5	0.093727
6.325000	0.5	0.098024
6.333333	0.5	0.100758
6.341667	0.5	0.099000
6.350000	0.5	0.093922
6.358333	0.5	0.088258
6.366667	0.5	0.083570
6.375000	0.5	0.081813
6.383333	0.5	0.081617
6.391667	0.5	0.082399
6.400000	0.5	0.085524
6.408333	0.5	0.089235
6.416667	0.5	0.090406
6.425000	0.5	0.089235
6.433333	0.5	0.085328
6.441667	0.5	0.079860
6.450000	0.5	0.074781
6.458333	0.5	0.070680
6.466667	0.5	0.068727
6.475000	0.5	0.067555
6.483333	0.5	0.065016
6.491667	0.5	0.060524
6.500000	0.5	0.058375
6.508333	0.5	0.061695
6.516667	0.5	0.071656
6.525000	0.5	0.084742
6.533333	0.5	0.095289
6.541667	0.5	0.098610
6.550000	0.5	0.096266
6.558333	0.5	0.090406
6.566667	0.5	0.084742
6.575000	0.5	0.081031
6.583333	0.5	0.079860
6.591667	0.5	0.078883
6.600000	0.5	0.077516
6.608333	0.5	0.076149
6.616667	0.5	0.074391
6.625000	0.5	0.072633
6.633333	0.5	0.070289
6.641667	0.5	0.068336
6.650000	0.5	0.066774
6.658333	0.5	0.065406
6.666667	0.5	0.062672
6.675000	0.5	0.058961
6.683333	0.5	0.056813
6.691667	0.5	0.059938
6.700000	0.5	0.066188
6.708333	0.5	0.074000
6.716667	0.5	0.079469
6.725000	0.5	0.082594
6.733333	0.5	0.084742
6.741667	0.5	0.087477
6.750000	0.5	0.089235
6.758333	0.5	0.089430
6.766667	0.5	0.088258
6.775000	0.5	0.084352
6.783333	0.5	0.079664
6.791667	0.5	0.074195
6.800000	0.5	0.068922
6.808333	0.5	0.064820
6.816667	0.5	0.065016
6.825000	0.5	0.068336
6.833333	0.5	0.072828
6.841667	0.5	0.073805
6.850000	0.5	0.071656
6.858333	0.5	0.067360
6.866667	0.5	0.063844
6.875000	0.5	0.062086
6.883333	0.5	0.062477
6.891667	0.5	0.065211
6.900000	0.5	0.070094
6.908333	0.5	0.076930
6.916667	0.5	0.082789
6.925000	0.5	0.087672
6.933333	0.5	0.088453
6.941667	0.5	0.088453
6.950000	0.5	0.089235
6.958333	0.5	0.089039
6.966667	0.5	0.085719
6.975000	0.5	0.080250
6.983333	0.5	0.074781
6.991667	0.5	0.069703
7.000000	0.5	0.066969
7.008333	0.5	0.065016
7.016667	0.5	0.066774
7.025000	0.5	0.070875
7.033333	0.5	0.074781
7.041667	0.5	0.076344
7.050000	0.5	0.072828
7.058333	0.5	0.066969
7.066667	0.5	0.061500
7.075000	0.5	0.059742
7.083333	0.5	0.061305
7.091667	0.5	0.064625
7.100000	0.5	0.066774
7.108333	0.5	0.066969
7.116667	0.5	0.065406
7.125000	0.5	0.064039
7.133333	0.5	0.063844
7.141667	0.5	0.064430
7.150000	0.5	0.065406
7.158333	0.5	0.067945
7.166667	0.5	0.072242
7.175000	0.5	0.080055
7.183333	0.5	0.089430
7.191667	0.5	0.094703
7.200000	0.5	0.093922
7.208333	0.5	0.088649
7.216667	0.5	0.084352
7.225000	0.5	0.085328
7.233333	0.5	0.090406
7.241667	0.5	0.094899
7.250000	0.5	0.095094
7.258333	0.5	0.090992
7.266667	0.5	0.081617
7.275000	0.5	0.071852
7.283333	0.5	0.063649
7.291667	0.5	0.063453
7.300000	0.5	0.071656
7.308333	0.5	0.085133
7.316667	0.5	0.094703
7.325000	0.5	0.094703
7.333333	0.5	0.088063
7.341667	0.5	0.081227
7.350000	0.5	0.080641
7.358333	0.5	0.084742
7.366667	0.5	0.090211
7.375000	0.5	0.091578
7.383333	0.5	0.088258
7.391667	0.5	0.080641
7.400000	0.5	0.073805
7.408333	0.5	0.069508
7.416667	0.5	0.070875
7.425000	0.5	0.076539
7.433333	0.5	0.085524
7.441667	0.5	0.092555
7.450000	0.5	0.093531
7.458333	0.5	0.088063
7.466667	0.5	0.080445
7.475000	0.5	0.075563
7.483333	0.5	0.074977
7.491667	0.5	0.077906
7.500000	0.5	0.079860
7.508333	0.5	0.080250
7.516667	0.5	0.079469
7.525000	0.5	0.078688
7.533333	0.5	0.078688
7.541667	0.5	0.080055
7.550000	0.5	0.082789
7.558333	0.5	0.086891
7.566667	0.5	0.090797
7.575000	0.5	0.092164
7.583333	0.5	0.092555
7.591667	0.5	0.091774
7.600000	0.5	0.091383
7.608333	0.5	0.091774
7.616667	0.5	0.091188
7.625000	0.5	0.088844
7.633333	0.5	0.084156
