>>D-00342-serum-D7_Emission_1.txt
0.016717	0
0.033383	0
0.05005	0
0.066717	0
0.083383	-15
0.10005	-38
0.116717	103
0.133383	572
0.15005	1332
0.166717	2187
0.183383	2917
0.20005	3402
0.216717	3622
0.233383	3672
0.25005	3608
0.266717	3510
0.283383	3635
0.30005	4094
0.316717	4714
0.333383	5441
0.35005	6235
0.366717	7043
0.383383	7757
0.40005	8093
0.416717	7942
0.433383	7339
0.45005	6531
0.466717	5734
0.483383	5197
0.50005	4968
0.516717	4995
0.533383	5226
0.55005	5552
0.566717	5872
0.583383	6201
0.60005	6530
0.616717	6694
0.633383	6541
0.65005	6069
0.666717	5308
0.683383	4336
0.70005	3286
0.716717	2279
0.733383	1481
0.75005	1089
0.766717	1187
0.783383	1628
0.80005	2123
0.816717	2457
0.833383	2801
0.85005	3743
0.866717	6003
0.883383	9835
0.90005	14872
0.916717	20216
0.933383	24876
0.95005	28029
0.966717	29304
0.983383	28926
1.00005	27182
1.016717	24383
1.033383	21076
1.05005	17690
1.066717	14513
1.083383	11723
1.10005	9420
1.116717	7632
1.133383	6253
1.15005	5240
1.166717	4573
1.183383	4238
1.20005	4109
1.216717	4238
1.233383	4800
1.25005	5779
1.266717	6959
1.283383	8096
1.30005	9006
1.316717	9665
1.333383	10015
1.35005	10783
1.366717	14737
1.383383	24343
1.40005	38904
1.416717	55108
1.433383	69215
1.45005	78455
1.466717	81621
1.483383	78987
1.50005	71873
1.516717	62140
1.533383	52199
1.55005	44221
1.566717	39168
1.583383	36607
1.60005	35438
1.616717	34697
1.633383	33705
1.65005	32141
1.666717	29768
1.683383	26522
1.70005	22651
1.716717	18450
1.733383	14291
1.75005	10421
1.766717	6954
1.783383	3948
1.80005	1476
1.816717	-353
1.833383	-1691
1.85005	-2763
1.866717	-3600
1.883383	-4100
1.90005	-4172
1.916717	-3815
1.933383	-3232
1.95005	-2782
1.966717	-2637
1.983383	-2797
2.00005	-3072
2.016717	-3239
2.033383	-3265
2.05005	-3274
2.066717	-3306
2.083383	-3245
2.10005	-3031
2.116717	-2760
2.133383	-2478
2.15005	-2052
2.166717	-1387
2.183383	-414
2.20005	808
2.216717	2011
2.233383	2984
2.25005	3604
2.266717	3956
2.283383	4168
2.30005	4394
2.316717	4578
2.333383	4598
2.35005	4441
2.366717	4160
2.383383	3818
2.40005	3535
2.416717	3249
2.433383	2825
2.45005	2228
2.466717	1592
2.483383	1084
2.50005	738
2.516717	610
2.533383	1960
2.55005	12003
2.566717	48825
2.583383	131914
2.60005	263538
2.616717	424231
2.633383	583303
2.65005	711956
2.666717	791365
2.683383	814934
2.70005	786677
2.716717	717607
2.733383	622059
2.75005	514512
2.766717	407256
2.783383	309078
2.80005	225154
2.816717	157604
2.833383	106186
2.85005	69188
2.866717	44078
2.883383	28181
2.90005	18872
2.916717	13837
2.933383	11386
2.95005	10317
2.966717	9884
2.983383	9680
3.00005	9478
3.016717	9058
3.033383	8311
3.05005	7189
3.066717	5808
3.083383	4450
3.10005	3451
3.116717	2888
3.133383	2628
3.15005	2604
3.166717	2848
3.183383	3430
3.20005	4366
3.216717	5501
3.233383	6556
3.25005	7219
3.266717	7263
3.283383	6755
3.30005	5837
3.316717	4652
3.333383	3341
3.35005	2062
3.366717	867
3.383383	-89
3.40005	-428
