0,n.a.,0
0.008333,0.5,-0.000477
0.016667,0.5,-0.001914
0.025,0.5,-0.004258
0.033333,0.5,-0.007188
0.041667,0.5,-0.010313
0.05,0.5,-0.013047
0.058333,0.5,-0.015
0.066667,0.5,-0.017735
0.075,0.5,-0.019688
0.083333,0.5,-0.020469
0.091667,0.5,-0.018711
0.1,0.5,-0.015391
0.108333,0.5,-0.012266
0.116667,0.5,-0.011094
0.125,0.5,-0.012071
0.133333,0.5,-0.013828
0.141667,0.5,-0.01461
0.15,0.5,-0.01168
0.158333,0.5,-0.006211
0.166667,0.5,-0.00211
0.175,0.5,-0.002696
0.183333,0.5,-0.006211
0.191667,0.5,-0.009141
0.2,0.5,-0.007969
0.208333,0.5,-0.004649
0.216667,0.5,-0.002696
0.225,0.5,-0.004453
0.233333,0.5,-0.010703
0.241667,0.5,-0.018907
0.25,0.5,-0.025743
0.258333,0.5,-0.026914
0.266667,0.5,-0.022032
0.275,0.5,-0.014219
0.283333,0.5,-0.00875
0.291667,0.5,-0.007383
0.3,0.5,-0.010508
0.308333,0.5,-0.012461
0.316667,0.5,-0.011094
0.325,0.5,-0.007188
0.333333,0.5,-0.003672
0.341667,0.5,-0.002696
0.35,0.5,-0.006016
0.358333,0.5,-0.011485
0.366667,0.5,-0.015586
0.375,0.5,-0.016563
0.383333,0.5,-0.013633
0.391667,0.5,-0.009727
0.4,0.5,-0.007188
0.408333,0.5,-0.006211
0.416667,0.5,-0.004649
0.425,0.5,-0.001914
0.433333,0.5,0.000625
0.441667,0.5,-0.000352
0.45,0.5,-0.005625
0.458333,0.5,-0.012071
0.466667,0.5,-0.015
0.475,0.5,-0.013047
0.483333,0.5,-0.007774
0.491667,0.5,-0.002696
0.5,0.5,-0.002891
0.508333,0.5,-0.009141
0.516667,0.5,-0.018907
0.525,0.5,-0.025743
0.533333,0.5,-0.028477
0.541667,0.5,-0.025547
0.55,0.5,-0.020469
0.558333,0.5,-0.016172
0.566667,0.5,-0.014024
0.575,0.5,-0.013828
0.583333,0.5,-0.014219
0.591667,0.5,-0.013633
0.6,0.5,-0.010508
0.608333,0.5,-0.007969
0.616667,0.5,-0.007188
0.625,0.5,-0.007188
0.633333,0.5,-0.006407
0.641667,0.5,-0.003282
0.65,0.5,0.002382
0.658333,0.5,0.006679
0.666667,0.5,0.006289
0.675,0.5,-0.000547
0.683333,0.5,-0.009727
0.691667,0.5,-0.016758
0.7,0.5,-0.014024
0.708333,0.5,0.009609
0.716667,0.5,0.072109
0.725,0.5,0.198476
0.733333,0.5,0.416054
0.741667,0.5,0.75082
0.75,0.5,1.214882
0.758333,0.5,1.784218
0.766667,0.5,2.381094
0.775,0.5,2.879531
0.783333,0.5,3.161953
0.791667,0.5,3.176601
0.8,0.5,2.961953
0.808333,0.5,2.61039
0.816667,0.5,2.216445
0.825,0.5,1.871914
0.833333,0.5,1.762343
0.841667,0.5,2.058437
0.85,0.5,2.778164
0.858333,0.5,3.593984
0.866667,0.5,4.078359
0.875,0.5,4.013125
0.883333,0.5,3.538125
0.891667,0.5,3.024648
0.9,0.5,2.689492
0.908333,0.5,2.537734
0.916667,0.5,2.432265
0.925,0.5,2.29164
0.933333,0.5,2.108047
0.941667,0.5,1.910586
0.95,0.5,1.743593
0.958333,0.5,1.639101
0.966667,0.5,1.612343
0.975,0.5,1.669961
