0.000000	0.167374
0.008333	0.166922
0.016667	0.165510
0.025000	0.163191
0.033333	0.160286
0.041667	0.157186
0.050000	0.154477
0.058333	0.152549
0.066667	0.149839
0.075000	0.147911
0.083333	0.147155
0.091667	0.148938
0.100000	0.152283
0.108333	0.155433
0.116667	0.156630
0.125000	0.155677
0.133333	0.153945
0.141667	0.153188
0.150000	0.156143
0.158333	0.161637
0.166667	0.165763
0.175000	0.165202
0.183333	0.161712
0.191667	0.158807
0.200000	0.160004
0.208333	0.163349
0.216667	0.165327
0.225000	0.163595
0.233333	0.157370
0.241667	0.149191
0.250000	0.142379
0.258333	0.141233
0.266667	0.146140
0.275000	0.153978
0.283333	0.159472
0.291667	0.160864
0.300000	0.157764
0.308333	0.155836
0.316667	0.157228
0.325000	0.161159
0.333333	0.164700
0.341667	0.165701
0.350000	0.162406
0.358333	0.156962
0.366667	0.152886
0.375000	0.151934
0.383333	0.154888
0.391667	0.158819
0.400000	0.161383
0.408333	0.162385
0.416667	0.163972
0.425000	0.166732
0.433333	0.169296
0.441667	0.168344
0.450000	0.163096
0.458333	0.156675
0.466667	0.153771
0.475000	0.155749
0.483333	0.161047
0.491667	0.166150
0.500000	0.165980
0.508333	0.159755
0.516667	0.150013
0.525000	0.143202
0.533333	0.140493
0.541667	0.143448
0.550000	0.148551
0.558333	0.152873
0.566667	0.155046
0.575000	0.155267
0.583333	0.154901
0.591667	0.155512
0.600000	0.158662
0.608333	0.161226
0.616667	0.162032
0.625000	0.162057
0.633333	0.162863
0.641667	0.166013
0.650000	0.171701
0.658333	0.176023
0.666667	0.175658
0.675000	0.168847
0.683333	0.159692
0.691667	0.152686
0.700000	0.155445
0.708333	0.179103
0.716667	0.241628
0.725000	0.368020
0.733333	0.585623
0.741667	0.920414
0.750000	1.384501
0.758333	1.953862
0.766667	2.550763
0.775000	3.049225
0.783333	3.331671
0.791667	3.346344
0.800000	3.131721
0.808333	2.780183
0.816667	2.386263
0.825000	2.041757
0.833333	1.932211
0.841667	2.228330
0.850000	2.948082
0.858333	3.763927
0.866667	4.248327
0.875000	4.183118
0.883333	3.708143
0.891667	3.194691
0.900000	2.859560
0.908333	2.707827
0.916667	2.602382
0.925000	2.461782
0.933333	2.278214
0.941667	2.080778
0.950000	1.913810
0.958333	1.809343
0.966667	1.782610
0.975000	1.840253
0.983333	2.156879
0.991667	4.174287
1.000000	8.901460
1.008333	16.055002
1.016667	22.126315
1.025000	23.561107
1.033333	19.549413
1.041667	12.598461
1.050000	6.787743
1.058333	3.687963
1.066667	2.827831
1.075000	2.615161
1.083333	2.512061
1.091667	2.553883
1.100000	2.810744
1.108333	3.240261
1.116667	3.681888
1.125000	3.944803
1.133333	3.917875
1.141667	3.628447
1.150000	3.206402
1.158333	2.801544
1.166667	2.506256
1.175000	2.333235
1.183333	2.246149
1.191667	2.199690
1.200000	2.170418
1.208333	2.162630
1.216667	2.188241
1.225000	2.239243
1.233333	2.285361
1.241667	2.296910
1.250000	2.273888
1.258333	2.249890
1.266667	2.259485
1.275000	2.301697
1.283333	2.333168
1.291667	2.304872
1.300000	2.204311
1.308333	2.079923
1.316667	2.016665
1.325000	2.087198
1.333333	2.302262
1.341667	2.594670
1.350000	2.851140
1.358333	2.972259
1.366667	2.923260
1.375000	2.739106
1.383333	2.493232
1.391667	2.254390
1.400000	2.060861
1.408333	1.913229
1.416667	1.792356
1.425000	1.679100
1.433333	1.566625
1.441667	1.464696
1.450000	1.388353
1.458333	1.346191
1.466667	1.337427
1.475000	1.354835
1.483333	1.388258
1.491667	1.431447
1.500000	1.482644
1.508333	1.535599
1.516667	1.576053
1.525000	1.582524
1.533333	1.541142
1.541667	1.456011
1.550000	1.352911
1.558333	1.262702
1.566667	1.208430
1.575000	1.197908
1.583333	1.227034
1.591667	1.282723
1.600000	1.344466
1.608333	1.386093
1.616667	1.384360
1.625000	1.334385
1.633333	1.251012
1.641667	1.163537
1.650000	1.099304
1.658333	1.078821
1.666667	1.108143
1.675000	1.182973
1.683333	1.289248
1.691667	1.406851
1.700000	1.514688
1.708333	1.598501
1.716667	1.657706
1.725000	1.697965
1.733333	1.731975
1.741667	1.769695
1.750000	1.811126
1.758333	1.853729
1.766667	1.898286
1.775000	1.968037
1.783333	2.094039
1.791667	2.297189
1.800000	2.560886
1.808333	2.831223
1.816667	3.040428
1.825000	3.139086
1.833333	3.114892
1.841667	2.987181
1.850000	2.790917
1.858333	2.556372
1.866667	2.302686
1.875000	2.045875
1.883333	1.811525
1.891667	1.640847
1.900000	1.633450
1.908333	1.918632
1.916667	2.564164
1.925000	3.484112
1.933333	4.462847
1.941667	5.288849
1.950000	5.847663
1.958333	6.137923
1.966667	6.187753
1.975000	5.975667
1.983333	5.473544
1.991667	4.724935
2.000000	3.845078
2.008333	2.994321
2.016667	2.300792
2.025000	1.811363
2.033333	1.494982
2.041667	1.288757
2.050000	1.138977
2.058333	1.002088
2.066667	0.856996
2.075000	0.709365
2.083333	0.577945
2.091667	0.481485
2.100000	0.420573
2.108333	0.384464
2.116667	0.363200
2.125000	0.354631
2.133333	0.357195
2.141667	0.366205
2.150000	0.377362
2.158333	0.390083
2.166667	0.402998
2.175000	0.417672
2.183333	0.433126
2.191667	0.444480
2.200000	0.450559
2.208333	0.450975
2.216667	0.446898
2.225000	0.440087
2.233333	0.432105
2.241667	0.424316
2.250000	0.421216
2.258333	0.423975
2.266667	0.430836
2.275000	0.436330
2.283333	0.438308
2.291667	0.435599
2.300000	0.430155
2.308333	0.423930
2.316667	0.419072
2.325000	0.414214
2.333333	0.408771
2.341667	0.404304
2.350000	0.402375
2.358333	0.403377
2.366667	0.407308
2.375000	0.410848
2.383333	0.412240
2.391667	0.410703
2.400000	0.407603
2.408333	0.403135
2.416667	0.399449
2.425000	0.394982
2.433333	0.389734
2.441667	0.381556
2.450000	0.374745
2.458333	0.370473
2.466667	0.369131
2.475000	0.371695
2.483333	0.377384
2.491667	0.388542
2.500000	0.402824
2.508333	0.418473
2.516667	0.432170
2.525000	0.442352
2.533333	0.450970
2.541667	0.461933
2.550000	0.476411
2.558333	0.491670
2.566667	0.508687
2.575000	0.522189
2.583333	0.529636
2.591667	0.527708
2.600000	0.520897
2.608333	0.514086
2.616667	0.511962
2.625000	0.514917
2.633333	0.523536
2.641667	0.535279
2.650000	0.552296
2.658333	0.569118
2.666667	0.581447
2.675000	0.586551
2.683333	0.587357
2.691667	0.588554
2.700000	0.589165
2.708333	0.586846
2.716667	0.576715
2.725000	0.559357
2.733333	0.539460
2.741667	0.521711
2.750000	0.505135
2.758333	0.488558
2.766667	0.472177
2.775000	0.457162
2.783333	0.447031
2.791667	0.440220
2.800000	0.433995
2.808333	0.427184
2.816667	0.420568
2.825000	0.417664
2.833333	0.417493
2.841667	0.419276
2.850000	0.419301
2.858333	0.416787
2.866667	0.411539
2.875000	0.405314
2.883333	0.399675
2.891667	0.395793
2.900000	0.393475
2.908333	0.391545
2.916667	0.389813
2.925000	0.387494
2.933333	0.384199
2.941667	0.380903
2.950000	0.376045
2.958333	0.369430
2.966667	0.362228
2.975000	0.355808
2.983333	0.353294
2.991667	0.353709
3.000000	0.356859
3.008333	0.361572
3.016667	0.366480
3.025000	0.370020
3.033333	0.370240
3.041667	0.368702
3.050000	0.366383
3.058333	0.364846
3.066667	0.364090
3.075000	0.363138
3.083333	0.361015
3.091667	0.359673
3.100000	0.359307
3.108333	0.358941
3.116667	0.357208
3.125000	0.353913
3.133333	0.349251
3.141667	0.343612
3.150000	0.337582
3.158333	0.332724
3.166667	0.328256
3.175000	0.325547
3.183333	0.326353
3.191667	0.328722
3.200000	0.332457
3.208333	0.334045
3.216667	0.332507
3.225000	0.328822
3.233333	0.325331
3.241667	0.324184
3.250000	0.323428
3.258333	0.319937
3.266667	0.312150
3.275000	0.299675
3.283333	0.288176
3.291667	0.281170
3.300000	0.280217
3.308333	0.284930
3.316667	0.291205
3.325000	0.295136
3.333333	0.295161
3.341667	0.293038
3.350000	0.290914
3.358333	0.289377
3.366667	0.287644
3.375000	0.285130
3.383333	0.283006
3.391667	0.283031
3.400000	0.285986
3.408333	0.291285
3.416667	0.295216
3.425000	0.297194
3.433333	0.296437
3.441667	0.295680
3.450000	0.296291
3.458333	0.298074
3.466667	0.298099
3.475000	0.295780
3.483333	0.292680
3.491667	0.291338
3.500000	0.292145
3.508333	0.294709
3.516667	0.297859
3.525000	0.304134
3.533333	0.311776
3.541667	0.320590
3.550000	0.329209
3.558333	0.337827
3.566667	0.346250
3.575000	0.351744
3.583333	0.352354
3.591667	0.350622
3.600000	0.348694
3.608333	0.349304
3.616667	0.351869
3.625000	0.353456
3.633333	0.353676
3.641667	0.351748
3.650000	0.349429
3.658333	0.345353
3.666667	0.342839
3.675000	0.340911
3.683333	0.337029
3.691667	0.329828
3.700000	0.319891
3.708333	0.311322
3.716667	0.306660
3.725000	0.304927
3.733333	0.305343
3.741667	0.302633
3.750000	0.298166
3.758333	0.293308
3.766667	0.290013
3.775000	0.290428
3.783333	0.293188
3.791667	0.295752
3.800000	0.297925
3.808333	0.299513
3.816667	0.301491
3.825000	0.303274
3.833333	0.303688
3.841667	0.302346
3.850000	0.301785
3.858333	0.304935
3.866667	0.310429
3.875000	0.314556
3.883333	0.315167
3.891667	0.313629
3.900000	0.313459
3.908333	0.317585
3.916667	0.324446
3.925000	0.330331
3.933333	0.332309
3.941667	0.330381
3.950000	0.327671
3.958333	0.329259
3.966667	0.336900
3.975000	0.350011
3.983333	0.367028
3.991667	0.386389
4.000000	0.406141
4.008333	0.420228
4.016667	0.425722
4.025000	0.421059
4.033333	0.410928
4.041667	0.399039
4.050000	0.385197
4.058333	0.369792
4.066667	0.352434
4.075000	0.334295
4.083333	0.319672
4.091667	0.308369
4.100000	0.299994
4.108333	0.294550
4.116667	0.289693
4.125000	0.284249
4.133333	0.279000
4.141667	0.275900
4.150000	0.274363
4.158333	0.273607
4.166667	0.272265
4.175000	0.271313
4.183333	0.271533
4.191667	0.274683
4.200000	0.279982
4.208333	0.286647
4.216667	0.292336
4.225000	0.295486
4.233333	0.294729
4.241667	0.290653
4.250000	0.286185
4.258333	0.283281
4.266667	0.284087
4.275000	0.287432
4.283333	0.291168
4.291667	0.294123
4.300000	0.295124
4.308333	0.295540
4.316667	0.296151
4.325000	0.296176
4.333333	0.294248
4.341667	0.289781
4.350000	0.282970
4.358333	0.277917
4.366667	0.274816
4.375000	0.272888
4.383333	0.269788
4.391667	0.263758
4.400000	0.258119
4.408333	0.254042
4.416667	0.252505
4.425000	0.252530
4.433333	0.251773
4.441667	0.248283
4.450000	0.242644
4.458333	0.237005
4.466667	0.231561
4.475000	0.227484
4.483333	0.226728
4.491667	0.231440
4.500000	0.242207
4.508333	0.253560
4.516667	0.258663
4.525000	0.255172
4.533333	0.246408
4.541667	0.239402
4.550000	0.237083
4.558333	0.240624
4.566667	0.248071
4.575000	0.256104
4.583333	0.262379
4.591667	0.266896
4.600000	0.267702
4.608333	0.265383
4.616667	0.261502
4.625000	0.256643
4.633333	0.252957
4.641667	0.252592
4.650000	0.255156
4.658333	0.258306
4.666667	0.259112
4.675000	0.256207
4.683333	0.249592
4.691667	0.241218
4.700000	0.234798
4.708333	0.233065
4.716667	0.236020
4.725000	0.241904
4.733333	0.247398
4.741667	0.249962
4.750000	0.250182
4.758333	0.250792
4.766667	0.252770
4.775000	0.255725
4.783333	0.255555
4.791667	0.250892
4.800000	0.243886
4.808333	0.238442
4.816667	0.236905
4.825000	0.239274
4.833333	0.242424
4.841667	0.245964
4.850000	0.250872
4.858333	0.255194
4.866667	0.256586
4.875000	0.253291
4.883333	0.246675
4.891667	0.241621
4.900000	0.239693
4.908333	0.241280
4.916667	0.243649
4.925000	0.246799
4.933333	0.251121
4.941667	0.256029
4.950000	0.260546
4.958333	0.263305
4.966667	0.264307
4.975000	0.265504
4.983333	0.268263
4.991667	0.272390
5.000000	0.277688
5.008333	0.282010
5.016667	0.285160
5.025000	0.286161
5.033333	0.283451
5.041667	0.278203
5.050000	0.272173
5.058333	0.266534
5.066667	0.262262
5.075000	0.259358
5.083333	0.257429
5.091667	0.255697
5.100000	0.256698
5.108333	0.258872
5.116667	0.263389
5.125000	0.269078
5.133333	0.273400
5.141667	0.272643
5.150000	0.266418
5.158333	0.256677
5.166667	0.246350
5.175000	0.238758
5.183333	0.233314
5.191667	0.229824
5.200000	0.228872
5.208333	0.232217
5.216667	0.236930
5.225000	0.241447
5.233333	0.243230
5.241667	0.244232
5.250000	0.245233
5.258333	0.247407
5.266667	0.250166
5.275000	0.253316
5.283333	0.259005
5.291667	0.267427
5.300000	0.278976
5.308333	0.289743
5.316667	0.298948
5.325000	0.307957
5.333333	0.319310
5.341667	0.332031
5.350000	0.342993
5.358333	0.349073
5.366667	0.349293
5.375000	0.347756
5.383333	0.348366
5.391667	0.352298
5.400000	0.354862
5.408333	0.353324
5.416667	0.345927
